"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE","ASSIGNEDCARNO","ASSIGNEDTYPE","ASSIGNEDMODEL","ASSIGNEDHASFUEL","ASSIGNEDSTEPNEY","ASSIGNEDTIMEAWAY"
"2243","F","HB","15","38","1","1470","F","HB","90","1","41.699"
"9556","F","SEDAN","7","8","1","9305","F","SPORTS","86","1","23.796"
"7548","F","COUPE","4","14","1","8781","F","CNVTBL","90","0","3.1639"
"7011","F","HB","21","15","1","7846","F","CNVTBL","97","0","26.522"
"5875","F","SEDAN","2","13","2","2137","F","SEDAN","23","1","44.758"
"9461","F","SUV","18","17","1","1133","F","COUPE","94","1","2.5375"
"1262","F","CNVTBL","16","30","1","3491","F","CNVTBL","96","0","10.975"
"3993","F","SEDAN","3","48","1","8675","F","SEDAN","89","1","18.59"
"1397","F","SPORTS","6","12","1","8101","F","SPORTS","92","0","22"
"8113","F","SUV","13","2","1","176","F","SEDAN","83","1","2.4518"
"562","F","COUPE","13","1","1","8766","F","CNVTBL","99","0","19.811"
"9191","F","COUPE","31","32","1","4865","F","SPORTS","92","1","40.237"
"6336","F","HB","30","16","2","5719","F","HB","62","1","26.687"
"9975","S","SEDAN","48","24","2","9798","F","SEDAN","77","1","8.1201"
"659","S","HB","31","39","1","4468","F","COUPE","92","1","25.571"
"8353","F","COUPE","16","25","1","4182","F","SEDAN","92","1","8.5305"
"8131","F","CNVTBL","27","23","1","7142","F","HB","94","1","7.2984"
"6624","F","SPORTS","43","8","1","452","F","COUPE","83","1","28.604"
"1226","F","SUV","48","5","1","2130","F","HB","93","1",".28054"
"9","F","SEDAN","12","30","1","6249","F","HB","96","1","14.858"
"4571","F","CNVTBL","39","44","1","8108","F","SPORTS","85","1","17.548"
"219","F","HB","31","48","1","4653","F","SEDAN","92","1","31.706"
"7645","F","CNVTBL","16","32","2","9199","F","CNVTBL","24","1","40.713"
"2799","S","COUPE","49","2","1","1896","F","SUV","96","0","13.657"
"9718","F","HB","47","9","1","1623","F","CNVTBL","81","0","7.3021"
"559","F","SEDAN","12","26","2","1206","F","SEDAN","53","1","2.6698"
"3856","S","SUV","5","43","2","6541","F","SUV","19","1","2.2887"
"3748","F","SEDAN","25","33","1","2536","F","SPORTS","94","1","21.766"
"8116","F","COUPE","46","7","1","6412","F","COUPE","88","0","4.201"
"3518","F","CNVTBL","23","41","1","2256","F","COUPE","90","1","2.2297"
"3415","F","SUV","23","5","1","4270","F","SPORTS","93","1",".44435"
"1375","F","SUV","31","31","2","7152","F","SUV","93","1","28.562"
"9709","F","SUV","41","46","1","4009","F","CNVTBL","99","1","33.827"
"5966","F","SPORTS","8","4","1","3630","F","CNVTBL","83","1","9.4025"
"5043","F","HB","15","47","2","6254","F","HB","41","1","46.827"
"4715","F","SEDAN","11","35","1","4016","F","SUV","83","1","46.627"
"5393","F","CNVTBL","49","12","1","5294","F","SUV","88","1","18.495"
"6280","F","SEDAN","7","9","2","7862","F","SEDAN","14","1","28.491"
"8040","F","COUPE","28","30","1","4110","F","SPORTS","89","1","23.33"
"1423","F","SPORTS","0","5","1","9704","F","SPORTS","81","0","9.5848"
"1474","F","SEDAN","25","38","1","4031","F","COUPE","91","1","29.72"
"1367","F","SEDAN","36","33","1","5745","F","HB","97","1","35.695"
"6214","F","SEDAN","18","16","2","3773","F","SEDAN","35","1","13.748"
"2022","F","SEDAN","36","46","1","6241","F","SPORTS","83","1","24.024"
"2994","F","CNVTBL","32","21","2","8577","F","CNVTBL","59","1",".82795"
"3492","F","COUPE","12","13","1","7119","F","CNVTBL","83","1","25.066"
"3054","F","SUV","10","12","1","8927","F","SUV","93","1","14.757"
"9527","F","SEDAN","2","17","1","1458","F","SPORTS","98","0","14.53"
"9119","F","COUPE","3","25","1","1013","F","SPORTS","95","0","23.869"
"1751","F","SPORTS","31","9","1","5328","F","CNVTBL","92","1","24.675"
"6888","F","CNVTBL","39","37","2","2372","F","CNVTBL","24","1","19.823"
"3607","F","SPORTS","30","4","1","1618","F","SPORTS","85","1","28.94"
"6889","F","COUPE","1","40","2","9035","F","COUPE","47","1",".99612"
"8841","F","SEDAN","19","27","1","1045","F","COUPE","82","1","25.328"
"1488","F","CNVTBL","5","44","1","8864","F","HB","85","1","1.562"
"3173","F","SUV","30","47","2","1421","F","SUV","64","1","6.477"
"8884","F","HB","44","15","2","8075","F","HB","73","1","40.348"
"1786","F","CNVTBL","23","1","1","5101","F","CNVTBL","89","1","39.242"
"3600","S","SPORTS","24","34","1","8261","F","SPORTS","87","0","18.221"
"9622","F","SUV","14","4","2","4206","F","SUV","52","1","17.696"
"8033","F","CNVTBL","23","23","1","1705","F","SUV","90","1","20.472"
"9299","F","COUPE","32","2","1","9298","F","SPORTS","91","1","27.731"
"4987","F","SEDAN","0","35","2","8528","F","SEDAN","58","1",".57104"
"103","F","HB","9","13","1","3890","F","SUV","90","0","4.3415"
"7863","F","SEDAN","0","43","2","3516","F","SEDAN","97","1","31.208"
"8665","F","HB","38","9","1","9902","F","SEDAN","90","1","16.593"
"413","F","CNVTBL","12","47","1","4883","F","CNVTBL","95","0","6.8996"
"9128","F","CNVTBL","33","10","1","3261","F","SUV","82","0","24.449"
"3715","F","COUPE","36","10","1","2575","F","SEDAN","90","1","23.019"
"1099","F","COUPE","37","43","2","6366","F","COUPE","90","1","38.303"
"7885","F","SPORTS","6","20","1","2664","F","CNVTBL","91","1","30.777"
"6410","F","SPORTS","28","27","2","7217","F","SPORTS","28","1","11.466"
"1227","F","SPORTS","27","0","1","1702","F","CNVTBL","86","1","33.997"
"2511","F","CNVTBL","29","18","1","3169","F","SEDAN","73","1","29.175"
"2040","F","COUPE","28","9","2","6064","F","COUPE","67","1","7.2298"
"9792","F","SEDAN","34","43","2","2290","F","SEDAN","5","1","9.8061"
"8913","F","SPORTS","48","9","2","7398","F","SPORTS","65","1","30.42"
"7560","F","COUPE","44","31","1","3305","F","HB","86","1","31.096"
"5631","F","SUV","44","0","2","3770","F","SUV","9","1","17.278"
"1937","F","COUPE","31","40","2","257","F","COUPE","48","1","28.085"
"6106","F","COUPE","0","18","1","64","F","SUV","91","0","32.592"
"3576","S","CNVTBL","5","13","2","3366","F","CNVTBL","61","1","3.9953"
