"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE","ASSIGNEDCARNO","ASSIGNEDTYPE","ASSIGNEDMODEL","ASSIGNEDHASFUEL","ASSIGNEDSTEPNEY","ASSIGNEDTIMEAWAY"
"5807","F","SUV","0","22","5","2426","S","COUPE","33","1","7.7699"
"8266","F","CNVTBL","12","14","5","9956","S","SPORTS","35","1","1.0538"
"8448","F","CNVTBL","15","31","1","2910","S","COUPE","96","1","22.36"
"5953","F","COUPE","13","46","5","6103","S","SPORTS","70","1","6.3765"
"8803","F","CNVTBL","33","20","1","2405","S","HB","84","1","27.441"
"8909","F","HB","44","17","5","7518","S","HB","24","1","1.6543"
"1446","F","HB","34","32","2","1607","S","SEDAN","62","1","23.456"
"5821","F","SUV","35","7","5","3556","S","SEDAN","60","1","35.493"
"7961","F","COUPE","26","43","5","2693","S","SEDAN","23","1","12.029"
"2656","F","SUV","45","6","5","9481","S","SEDAN","50","1",".92722"
"8986","F","SUV","48","17","2","1754","S","HB","73","1","1.8191"
"5751","F","HB","42","14","2","8991","S","HB","80","1","14.716"
"492","F","SPORTS","27","42","5","9445","S","SEDAN","21","1","1.4067"
"2434","F","HB","45","14","1","8830","S","COUPE","87","1","44.9"
"3508","F","CNVTBL","44","40","5","3217","S","COUPE","22","1","8.9777"
"6639","F","SUV","34","49","5","1444","S","COUPE","2","1","19.667"
"8049","F","CNVTBL","48","31","5","9378","S","HB","45","1","12.197"
"161","F","SUV","31","21","1","3705","S","SUV","99","1","3.5431"
"2945","F","COUPE","39","45","1","7760","S","SPORTS","95","1","33.948"
"7297","F","SEDAN","6","6","1","2280","S","COUPE","99","1","2.3697"
"1984","F","CNVTBL","40","11","1","4504","S","SEDAN","90","1","43.913"
"1610","S","SEDAN","36","14","5","104","S","SPORTS","35","1","21.055"
"3389","F","HB","31","39","1","904","S","COUPE","97","1","40.471"
"2358","F","CNVTBL","10","7","5","1612","S","SEDAN","60","1","31.357"
"1403","F","COUPE","23","6","1","2425","S","SPORTS","82","1","5.1118"
"3330","F","SPORTS","30","8","5","9692","S","CNVTBL","79","1","2.0676"
"1249","F","SUV","10","10","5","489","S","CNVTBL","50","1","8.1714"
"8587","F","SPORTS","25","36","1","5127","S","HB","83","1",".37998"
