"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE"
"46","F","COUPE","45","12","3"
"1099","F","COUPE","37","43","2"
"7885","F","SPORTS","6","20","1"
"3101","S","SUV","39","17","3"
"4438","S","CNVTBL","32","39","3"
"6415","F","HB","46","35","3"
"8093","F","SEDAN","48","6","5"
"376","S","COUPE","41","1","1"
"4370","F","CNVTBL","15","27","1"
"1964","F","SPORTS","10","27","4"
"5242","F","SUV","15","43","2"
"3511","F","COUPE","28","41","1"
"5354","F","CNVTBL","31","38","1"
"6410","F","SPORTS","28","27","2"
"9345","F","SUV","13","44","3"
"40","F","SUV","24","21","2"
"4603","F","HB","34","24","5"
"1911","F","SEDAN","29","14","5"
"1227","F","SPORTS","27","0","1"
"598","F","HB","25","48","1"
"4712","F","CNVTBL","7","44","5"
"8908","F","SEDAN","45","27","4"
"8920","F","CNVTBL","13","33","3"
"2511","F","CNVTBL","29","18","1"
"2040","F","COUPE","28","9","2"
"1719","F","COUPE","3","1","1"
"9792","F","SEDAN","34","43","2"
"7542","F","COUPE","38","34","3"
"8913","F","SPORTS","48","9","2"
"3094","F","SEDAN","38","35","1"
"7560","F","COUPE","44","31","1"
"5958","F","SUV","6","43","4"
"7506","F","COUPE","20","16","4"
"8065","F","SPORTS","21","3","5"
"4437","F","CNVTBL","3","5","4"
"2075","F","SEDAN","3","33","5"
"7664","F","SPORTS","2","16","5"
"1048","F","CNVTBL","18","3","3"
"6938","F","SEDAN","36","48","5"
"3122","F","SEDAN","28","45","3"
"5631","F","SUV","44","0","2"
"1937","F","COUPE","31","40","2"
"6104","F","COUPE","30","8","2"
"2978","F","SEDAN","36","13","3"
"8666","F","SEDAN","44","23","2"
"1189","F","HB","14","18","5"
"7331","F","COUPE","24","19","2"
"2573","F","SEDAN","43","32","3"
"8170","F","SUV","35","1","4"
"9964","F","SEDAN","49","28","4"
"6037","F","COUPE","40","11","3"
"5011","F","COUPE","35","37","2"
"1388","F","SUV","25","46","1"
"9257","F","HB","17","44","2"
"7660","F","CNVTBL","8","14","5"
"1500","F","HB","23","47","1"
"9041","F","HB","6","22","1"
"1584","F","SUV","18","4","3"
"2128","F","SPORTS","10","4","1"
"6610","F","SUV","37","30","1"
"3139","F","CNVTBL","4","34","1"
"4244","F","SPORTS","33","35","3"
"4081","F","SUV","10","30","1"
"5680","F","SPORTS","24","25","2"
"1926","S","SPORTS","38","17","2"
"586","F","CNVTBL","13","30","1"
"2441","F","HB","34","39","5"
"121","F","COUPE","16","44","5"
"4065","F","SUV","21","20","1"
"9759","F","COUPE","4","15","4"
"1851","F","SPORTS","25","2","1"
"1469","S","CNVTBL","7","36","4"
"2915","F","SEDAN","44","40","1"
"2547","F","SEDAN","49","9","5"
"9719","F","SPORTS","28","20","1"
"8136","F","SPORTS","19","8","4"
"7803","F","COUPE","18","20","1"
"5199","F","SPORTS","9","24","3"
"5808","F","SUV","17","16","4"
"1791","F","SEDAN","20","5","3"
"5278","F","SPORTS","5","11","3"
"5864","F","HB","3","35","3"
"9157","F","SUV","9","29","2"
"2518","F","CNVTBL","41","43","1"
"4847","F","SPORTS","15","33","4"
"484","F","SUV","41","10","2"
"5162","F","SEDAN","36","11","3"
"870","S","HB","27","19","4"
"4700","F","SUV","30","14","3"
"975","F","SPORTS","23","17","1"
"3512","F","SEDAN","31","5","1"
"1969","F","SUV","42","47","3"
"9824","F","HB","11","6","3"
"2045","F","CNVTBL","34","22","4"
"8170","F","COUPE","20","14","2"
"2261","F","COUPE","24","19","5"
"6670","F","HB","46","49","3"
"7878","F","COUPE","7","24","3"
"2179","S","SUV","45","24","5"
"9772","F","CNVTBL","41","7","2"
"6229","F","CNVTBL","29","27","5"
"459","F","CNVTBL","44","14","3"
"9037","F","SUV","37","24","3"
"6745","F","SUV","35","25","4"
"5062","F","COUPE","2","2","3"
"4512","F","HB","30","13","1"
"9157","F","SPORTS","0","0","5"
"2518","F","HB","6","36","5"
"6162","F","SEDAN","14","12","5"
"7171","S","SEDAN","8","30","1"
"6907","F","SEDAN","13","5","2"
"2759","F","CNVTBL","45","36","3"
"5401","F","COUPE","48","47","2"
"9211","F","CNVTBL","35","37","3"
