"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE","ASSIGNEDCARNO","ASSIGNEDTYPE","ASSIGNEDMODEL","ASSIGNEDHASFUEL","ASSIGNEDSTEPNEY","ASSIGNEDTIMEAWAY"
"6649","F","COUPE","12","40","5","6036","S","SPORTS","36","1","16.069"
"5442","F","CNVTBL","19","30","5","620","S","CNVTBL","44","1","1.0509"
"3772","F","SPORTS","42","3","5","5145","S","COUPE","9","1","1.0274"
"3368","F","COUPE","3","2","1","3088","S","SPORTS","84","1","27.313"
"6636","F","SEDAN","0","36","5","6321","S","SPORTS","29","1","15.064"
"2064","F","COUPE","3","33","5","1798","S","SUV","86","1","21.581"
"5976","F","SEDAN","47","41","5","2408","S","COUPE","52","1","3.7555"
"5832","F","HB","45","12","5","1827","S","SPORTS","83","1","2.5221"
"3464","S","SUV","41","0","1","8331","S","SEDAN","88","1","17.049"
"7180","F","SEDAN","7","26","1","6188","S","CNVTBL","98","1","33.439"
"5712","F","COUPE","46","25","5","4963","S","SEDAN","88","1","22.87"
"6441","S","CNVTBL","29","14","1","4838","S","HB","86","1","1.6455"
"9802","F","SEDAN","44","11","5","6695","S","HB","69","1","9.5351"
"267","F","HB","26","20","2","2472","S","SPORTS","53","1","46.765"
"7149","F","HB","34","37","2","6514","S","SEDAN","91","1","4.246"
"7158","F","HB","2","45","5","9482","S","SEDAN","59","1","6.138"
"2686","F","SUV","42","49","5","4929","S","SUV","6","1","23.477"
"831","F","HB","29","42","5","6553","S","SPORTS","64","1","12.17"
"2774","F","SPORTS","18","35","5","948","S","SEDAN","92","1","2.2215"
"3249","F","CNVTBL","29","6","5","1568","S","SEDAN","67","1","8.302"
"3964","F","SPORTS","45","33","5","9286","S","SUV","65","1","2.1337"
"3643","F","CNVTBL","3","22","2","2693","S","HB","82","1","8.8127"
"7538","F","COUPE","33","13","5","1209","S","SPORTS","14","1","43.099"
"7175","F","SUV","35","15","5","5819","S","COUPE","52","1","10.951"
"5978","F","HB","25","2","1","2803","S","COUPE","90","1","20.808"
"147","F","SUV","2","47","2","2172","S","HB","12","1","6.3518"
"6040","F","SPORTS","31","48","2","7282","S","COUPE","16","1","12.711"
"5679","F","COUPE","1","44","1","1192","S","SUV","96","1","6.7193"
"7695","F","HB","2","21","1","3325","S","SEDAN","99","1","28.4"
"4586","F","COUPE","43","47","2","9111","S","COUPE","65","1","27.33"
"8946","F","COUPE","49","5","1","8959","S","CNVTBL","91","1","18.312"
"8742","F","SPORTS","30","4","5","2221","S","SPORTS","90","1","35.623"
"9693","F","SEDAN","8","14","5","6247","S","SPORTS","18","1","19.963"
"2707","F","COUPE","31","22","5","7110","S","HB","12","1","6.5566"
"5928","F","COUPE","9","4","5","7442","S","COUPE","84","1","1.1047"
"6451","F","SEDAN","2","38","2","6852","S","SEDAN","58","1","1.0506"
"88","F","SUV","46","18","1","3941","S","SPORTS","81","1","30.277"
"7111","F","CNVTBL","25","26","5","3122","S","SEDAN","46","1","4.8897"
"7412","F","SEDAN","16","47","2","2085","S","SEDAN","66","1","4.3568"
"6671","F","HB","7","9","1","6019","S","SEDAN","98","1","22"
"4335","F","CNVTBL","46","35","5","90","S","HB","81","1","28.973"
"9045","F","SPORTS","31","27","5","4923","S","COUPE","89","1","15.137"
"3760","F","SPORTS","15","15","5","9406","S","SEDAN","14","1","3.6466"
"2383","F","SEDAN","33","29","5","1353","S","SUV","75","1","3.7123"
"2619","F","COUPE","24","42","5","225","S","SUV","77","1","3.9989"
"1778","F","SUV","39","13","2","2725","S","SUV","41","1","16.545"
"398","F","HB","39","38","5","3995","S","SEDAN","95","1","6.6811"
"5406","S","HB","10","16","5","3633","S","SUV","68","1","11.081"
"5208","F","HB","15","47","5","89","S","CNVTBL","23","1","11.229"
"4430","F","SEDAN","6","27","2","678","S","SUV","14","1","20.583"
"6866","F","SUV","37","25","5","1876","S","SPORTS","2","1","29.137"
"6977","F","SEDAN","33","8","5","314","S","SEDAN","6","1","24.746"
"8093","F","SEDAN","48","6","5","808","S","HB","30","1","3.3576"
"4370","F","CNVTBL","15","27","1","8818","S","SUV","88","1","39.303"
"5242","F","SUV","15","43","2","2394","S","HB","65","1","7.9167"
"40","F","SUV","24","21","2","2440","S","SEDAN","37","1","3.7721"
"4603","F","HB","34","24","5","236","S","CNVTBL","37","1","16.213"
"4712","F","CNVTBL","7","44","5","1539","S","SEDAN","11","1","5.8946"
"1719","F","COUPE","3","1","1","6683","S","SEDAN","96","1","2.5122"
"3094","F","SEDAN","38","35","1","7759","S","SPORTS","93","1","10.971"
"8065","F","SPORTS","21","3","5","849","S","SPORTS","19","1","30.909"
"2075","F","SEDAN","3","33","5","344","S","SEDAN","67","1","3.9891"
"7664","F","SPORTS","2","16","5","254","S","SPORTS","69","1","3.5491"
"6938","F","SEDAN","36","48","5","5385","S","HB","1","1","3.2768"
"6104","F","COUPE","30","8","2","7836","S","COUPE","52","1","34.605"
