"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE"
"4724","F","HB","41","6","2"
"1284","F","CNVTBL","42","30","4"
"4719","F","SPORTS","28","19","2"
"6315","F","SPORTS","14","34","2"
"6642","F","SUV","48","18","4"
"7575","F","CNVTBL","11","5","4"
"979","F","SUV","19","30","3"
"7035","F","COUPE","8","41","1"
"9628","F","COUPE","21","30","4"
"2005","F","SUV","30","0","3"
"3285","F","HB","5","7","3"
"7776","F","HB","49","39","3"
"6797","F","HB","33","23","4"
"5678","F","SEDAN","13","9","1"
"8225","F","COUPE","21","18","5"
"6380","F","SEDAN","34","36","1"
"8219","F","SUV","4","37","1"
"8839","F","HB","37","18","1"
"5076","F","COUPE","13","11","1"
"2556","F","SEDAN","41","41","5"
"6806","F","CNVTBL","30","18","3"
"8139","F","CNVTBL","23","8","1"
"1608","F","SPORTS","15","37","2"
"603","F","COUPE","42","28","4"
"579","F","COUPE","43","8","5"
"5924","F","SPORTS","12","49","4"
"1682","F","SPORTS","37","27","1"
"6581","F","COUPE","14","24","2"
"3302","F","SPORTS","49","28","1"
"936","F","SPORTS","5","39","1"
"262","F","SUV","45","35","5"
"957","F","CNVTBL","43","9","4"
"7152","F","HB","9","46","1"
"2927","F","SPORTS","23","0","4"
"602","F","CNVTBL","14","5","5"
"8950","F","SEDAN","47","15","1"
"3620","F","SPORTS","47","48","1"
"8126","F","SUV","5","5","2"
"6160","F","COUPE","36","1","1"
"6274","F","CNVTBL","31","46","1"
"355","F","COUPE","3","29","3"
"4393","F","CNVTBL","22","36","5"
"2971","F","SEDAN","19","46","1"
"5386","F","CNVTBL","49","21","1"
"865","F","SEDAN","11","45","3"
"8445","F","HB","23","13","2"
"9458","F","COUPE","23","7","5"
"5523","F","SPORTS","14","34","2"
"353","F","SEDAN","36","34","4"
"4133","F","COUPE","26","0","4"
"5818","F","COUPE","43","1","3"
"475","F","SPORTS","45","9","3"
"4454","F","CNVTBL","15","37","2"
"5842","F","SEDAN","10","19","4"
"2743","F","COUPE","6","21","1"
"9921","F","SPORTS","0","7","3"
"2104","F","SPORTS","36","41","3"
"8358","F","SEDAN","2","15","2"
"9521","F","CNVTBL","27","32","2"
"1551","F","CNVTBL","30","16","5"
"7506","F","COUPE","39","8","4"
"189","F","CNVTBL","45","39","1"
"1227","F","HB","29","21","1"
"2389","F","CNVTBL","12","43","5"
"735","F","SPORTS","47","9","2"
"5634","F","HB","39","44","1"
"165","F","SUV","34","24","1"
"3492","F","HB","12","31","3"
"4999","F","SUV","16","7","5"
"4392","F","COUPE","47","26","5"
"8602","F","COUPE","21","32","4"
"371","F","HB","45","35","1"
"7075","F","CNVTBL","8","13","4"
"7270","F","COUPE","23","10","1"
"7884","F","SEDAN","19","18","2"
"3232","F","HB","16","20","1"
"8147","F","CNVTBL","6","2","1"
"6744","F","CNVTBL","38","15","1"
"6842","F","SPORTS","37","4","3"
"7307","F","SPORTS","15","31","1"
"8101","F","SUV","12","28","5"
"6086","F","SPORTS","4","40","1"
"546","F","COUPE","40","3","5"
"4290","F","SUV","43","26","2"
"3403","F","CNVTBL","7","16","2"
"901","S","COUPE","22","38","5"
"1165","F","SEDAN","49","11","1"
"4780","F","SEDAN","41","38","3"
"6342","F","SPORTS","39","27","5"
"9052","S","COUPE","40","24","4"
"2681","F","HB","39","43","1"
"7378","F","COUPE","47","49","1"
"9534","F","COUPE","33","49","3"
"9613","F","COUPE","22","1","3"
"7706","F","CNVTBL","11","19","1"
"7383","F","CNVTBL","4","34","1"
"1831","F","SEDAN","15","12","1"
"6410","F","SEDAN","10","7","1"
"5482","F","HB","30","23","4"
"8031","F","COUPE","8","20","2"
"2633","S","HB","34","24","2"
"4702","F","SPORTS","22","31","3"
"8323","F","HB","11","25","4"
"7391","F","SPORTS","1","9","2"
"5786","F","HB","35","14","3"
"3304","F","CNVTBL","31","16","3"
"1487","F","HB","36","44","4"
"9637","F","SEDAN","35","38","1"
"9992","F","CNVTBL","14","49","3"
"7339","F","CNVTBL","11","14","2"
"2697","F","CNVTBL","8","23","5"
"161","F","SUV","40","44","2"
"7305","F","SEDAN","5","41","4"
"1576","F","CNVTBL","39","44","4"
"7458","F","CNVTBL","4","7","5"
"5188","F","CNVTBL","14","46","1"
"6988","F","SUV","29","37","1"
"7071","F","SPORTS","19","17","1"
"343","F","SEDAN","29","37","5"
"8578","F","CNVTBL","20","4","1"
"6580","F","HB","24","48","1"
"6907","F","COUPE","47","34","4"
"6128","F","SPORTS","15","21","1"
"473","F","SUV","9","23","1"
"5685","F","SUV","35","36","4"
"2221","F","COUPE","36","27","3"
"4551","F","HB","0","1","1"
"5430","F","HB","23","36","1"
"831","F","SEDAN","45","33","4"
"8022","F","COUPE","3","5","1"
"8486","F","SUV","6","10","1"
"2639","F","HB","4","17","4"
"9922","F","SUV","39","0","2"
"1779","F","CNVTBL","39","29","2"
"818","F","SUV","37","36","1"
"1674","F","HB","30","15","1"
"4840","F","HB","22","15","4"
"1024","F","SEDAN","1","44","3"
"874","F","COUPE","38","16","5"
"5182","F","CNVTBL","49","45","1"
"186","F","SPORTS","14","4","5"
"4045","F","SPORTS","19","4","4"
"2046","F","SUV","42","0","1"
"4117","F","COUPE","32","22","3"
"8069","F","SPORTS","8","20","2"
"3481","F","SPORTS","19","2","5"
"1768","F","HB","19","19","1"
"2580","F","HB","21","11","2"
"804","F","CNVTBL","4","10","4"
"1714","F","SUV","30","42","1"
"3945","F","SPORTS","48","41","4"
"1364","F","CNVTBL","10","5","3"
"3861","F","COUPE","29","4","1"
"9253","F","CNVTBL","47","48","4"
"5074","F","CNVTBL","6","39","2"
"1199","F","COUPE","11","21","1"
"3553","F","CNVTBL","44","29","5"
"2273","F","HB","2","3","3"
"8795","F","SUV","29","49","3"
"6890","F","CNVTBL","46","17","5"
"1152","F","SEDAN","6","15","1"
"2591","F","SUV","31","14","1"
"3068","F","COUPE","7","20","5"
"608","F","HB","48","36","5"
"9930","F","SEDAN","38","5","1"
"5127","F","SUV","47","33","1"
"7071","F","COUPE","30","30","1"
"9047","F","COUPE","11","5","5"
"1062","F","SPORTS","8","21","5"
"7015","F","COUPE","2","24","3"
"7642","F","SPORTS","43","30","4"
"3312","F","CNVTBL","47","41","3"
"3293","F","SUV","48","36","3"
"4965","F","CNVTBL","4","41","1"
"4617","S","HB","37","16","3"
"6518","F","SUV","19","40","5"
"8560","F","HB","37","42","3"
"3305","F","CNVTBL","43","3","1"
"2615","F","CNVTBL","9","1","1"
"5981","F","CNVTBL","26","7","1"
"6509","F","SEDAN","39","7","3"
"2616","F","SEDAN","22","33","2"
"8479","F","CNVTBL","45","16","2"
"5039","F","COUPE","38","47","5"
"6298","F","SPORTS","25","23","1"
"3150","F","SEDAN","37","41","1"
"298","F","SUV","11","43","2"
"14","F","CNVTBL","42","23","1"
"3489","F","SPORTS","30","5","5"
"8130","F","CNVTBL","5","28","4"
"4276","F","SUV","19","26","1"
"4862","F","HB","24","46","2"
"5857","F","HB","20","49","1"
"5356","F","HB","13","30","4"
"1925","F","SUV","44","27","1"
"9449","F","SUV","11","45","3"
"5231","F","SPORTS","2","35","4"
"6732","F","SUV","21","30","5"
"6973","F","SUV","39","9","1"
"698","F","SUV","19","41","3"
"2781","F","SEDAN","39","32","5"
"1586","F","SPORTS","7","25","2"
"9657","F","SUV","43","5","3"
"1123","F","HB","28","2","4"
"4542","F","SEDAN","26","22","1"
"8332","F","SPORTS","11","35","5"
"4898","F","SPORTS","28","48","2"
"631","F","CNVTBL","47","18","1"
"6703","F","CNVTBL","1","45","1"
"126","F","SUV","31","33","4"
"99","F","HB","8","36","2"
"2884","F","SEDAN","21","1","1"
"204","F","SUV","19","13","2"
"4830","F","SEDAN","19","28","3"
"4562","F","SUV","27","29","1"
"182","F","SUV","42","36","2"
"1988","F","COUPE","29","43","5"
"6889","F","COUPE","13","18","4"
"9894","F","SUV","43","0","1"
"4239","F","SPORTS","32","34","2"
"4801","F","SEDAN","44","41","5"
"3043","F","SEDAN","2","3","5"
"1266","F","SEDAN","49","45","5"
"2145","F","CNVTBL","25","8","1"
"3607","F","SUV","4","42","1"
"686","F","COUPE","34","33","5"
"5360","F","SEDAN","28","15","1"
"1553","F","COUPE","44","44","2"
"297","F","SUV","14","43","2"
"3172","F","SPORTS","24","29","1"
"9592","F","SEDAN","10","22","5"
"6488","F","COUPE","41","13","3"
"391","F","SPORTS","34","37","2"
"9617","F","SEDAN","7","47","5"
"9382","F","HB","14","24","1"
"6861","F","CNVTBL","43","42","1"
"4868","F","SEDAN","13","43","2"
"3546","F","CNVTBL","8","27","3"
"6834","F","CNVTBL","13","11","3"
"4266","F","COUPE","1","8","4"
"3129","F","SPORTS","43","5","5"
"9223","F","CNVTBL","10","8","1"
"3713","F","HB","37","47","3"
"969","F","SEDAN","39","49","3"
"7692","F","SEDAN","23","35","1"
"3146","F","COUPE","9","49","3"
"3617","F","CNVTBL","37","47","2"
"9128","F","HB","4","25","1"
"7631","F","SUV","20","8","1"
"6278","F","CNVTBL","8","2","1"
"3643","F","SPORTS","37","4","1"
"6863","F","SUV","11","48","5"
"3724","F","SEDAN","2","11","1"
"7028","F","CNVTBL","20","47","1"
"6457","F","CNVTBL","18","31","4"
"1870","F","CNVTBL","37","30","3"
"1921","F","SEDAN","1","19","5"
"6503","F","SUV","24","28","1"
"8319","F","COUPE","13","12","1"
"1882","F","HB","13","23","4"
"1622","F","COUPE","4","28","3"
"8027","F","SUV","42","42","1"
"1048","F","CNVTBL","9","5","2"
"3119","F","CNVTBL","12","6","1"
"5898","F","HB","36","28","3"
"3284","F","COUPE","10","43","3"
"5255","F","COUPE","33","27","3"
"7199","F","SUV","42","26","3"
"3528","F","SEDAN","10","34","2"
"2330","F","HB","34","0","4"
"2011","F","SEDAN","37","18","3"
"6568","F","SUV","44","8","3"
"3456","F","COUPE","23","15","1"
"7567","F","CNVTBL","9","33","3"
"8768","F","SEDAN","39","47","3"
"3070","F","SEDAN","14","43","1"
"8470","F","COUPE","42","2","2"
"3347","F","SUV","38","44","5"
"5157","F","SEDAN","2","27","2"
"8795","F","HB","8","40","3"
"6397","F","CNVTBL","29","7","1"
"6323","F","SUV","0","21","4"
"8034","F","COUPE","23","22","1"
"7371","F","CNVTBL","18","22","1"
"429","F","SUV","3","1","2"
"4301","F","SUV","18","31","1"
"5765","F","CNVTBL","46","13","1"
"7525","F","HB","1","0","1"
"7334","F","HB","18","47","5"
"7003","F","COUPE","26","13","1"
"3885","F","COUPE","12","23","4"
"1014","F","SPORTS","13","20","1"
"6973","F","SPORTS","33","41","4"
"7860","F","COUPE","1","20","3"
"8734","F","SPORTS","35","7","2"
"8750","F","SUV","32","15","1"
"4518","F","SUV","15","48","5"
"4629","F","CNVTBL","0","21","2"
"4980","F","CNVTBL","10","47","2"
"5158","F","SUV","4","20","5"
"9110","F","SUV","22","46","3"
"3813","F","CNVTBL","9","0","4"
"3768","F","HB","47","26","5"
"1537","F","SPORTS","1","49","4"
"6878","F","SEDAN","0","16","3"
"5594","F","SUV","28","47","3"
"8376","F","CNVTBL","40","20","4"
"8886","F","COUPE","40","38","5"
"5082","F","SPORTS","35","35","3"
"9891","F","SPORTS","36","13","4"
"2967","F","SPORTS","25","2","4"
"8206","F","COUPE","27","1","2"
"1159","F","SUV","31","35","3"
"5278","F","SPORTS","42","39","1"
"2194","F","CNVTBL","38","32","5"
"1069","S","CNVTBL","20","1","5"
"5923","F","CNVTBL","40","37","5"
"78","F","CNVTBL","30","30","4"
"9771","F","SEDAN","15","40","3"
"7007","F","SUV","8","17","1"
"7358","F","SUV","21","49","4"
"8072","F","SEDAN","4","16","1"
"1046","F","SUV","11","20","4"
"9027","F","SEDAN","3","36","1"
"1537","F","SPORTS","31","49","5"
"1975","F","SEDAN","48","18","1"
"2636","F","SEDAN","34","36","1"
"9679","F","HB","45","47","4"
"4860","F","HB","5","2","1"
"164","F","CNVTBL","24","42","2"
"795","F","SPORTS","41","18","1"
"5893","F","CNVTBL","30","48","5"
"9063","F","CNVTBL","26","38","3"
"7453","F","SUV","26","17","4"
"5745","F","HB","17","29","3"
"3574","F","SPORTS","30","25","5"
"4965","F","HB","41","24","2"
"7213","F","SUV","41","28","4"
"4233","F","COUPE","10","33","5"
"6244","F","COUPE","38","12","4"
"2421","F","COUPE","44","15","1"
"308","S","SEDAN","25","48","1"
"6886","F","SEDAN","43","11","1"
"5246","F","COUPE","0","27","4"
"6315","F","CNVTBL","11","34","4"
"9871","F","CNVTBL","21","36","1"
"9135","F","SUV","37","48","2"
"5023","F","SPORTS","40","7","1"
"786","F","SPORTS","1","14","1"
"5065","F","SEDAN","46","33","3"
"4848","F","CNVTBL","35","13","4"
"6028","F","COUPE","2","44","5"
"7990","F","CNVTBL","2","24","2"
"5865","F","SUV","29","13","5"
"1540","F","CNVTBL","16","31","3"
"3845","F","SUV","5","39","2"
"9669","F","SEDAN","40","3","4"
"4040","F","SEDAN","4","44","4"
"2760","F","SEDAN","46","13","2"
"476","F","HB","49","8","1"
"7454","F","CNVTBL","24","41","2"
"6206","F","SUV","33","5","1"
"8803","F","COUPE","48","15","3"
"6963","F","CNVTBL","16","38","5"
"495","F","SPORTS","3","16","4"
"1154","F","SUV","17","48","1"
"1721","F","CNVTBL","15","9","1"
"5563","F","HB","17","48","1"
"9175","F","COUPE","0","16","1"
"2644","F","HB","18","45","2"
"6984","F","SEDAN","34","18","3"
"7683","F","COUPE","5","1","1"
"973","F","SPORTS","2","43","4"
"2158","F","CNVTBL","23","47","1"
"1049","F","HB","23","46","2"
"1311","F","COUPE","8","43","1"
"5179","F","SUV","45","38","5"
"3339","F","SEDAN","29","14","4"
"2014","F","COUPE","31","41","1"
"2302","F","COUPE","17","3","5"
"9360","F","CNVTBL","18","19","1"
"4736","S","COUPE","44","29","5"
"2612","F","SEDAN","28","13","1"
"3881","F","CNVTBL","22","12","2"
"4695","F","CNVTBL","48","15","4"
"8603","F","HB","8","18","5"
"4092","F","COUPE","37","19","1"
"418","F","CNVTBL","49","2","1"
"8057","F","SPORTS","8","43","2"
"5927","F","SPORTS","32","45","2"
"5160","F","SPORTS","17","43","5"
"7881","S","CNVTBL","21","31","2"
"8729","F","CNVTBL","35","36","3"
"100","F","SUV","22","27","4"
"7067","F","SEDAN","33","41","1"
"6209","F","SUV","23","49","4"
"51","F","CNVTBL","9","16","3"
"585","F","COUPE","31","27","3"
"210","F","COUPE","26","16","4"
"1040","F","HB","7","49","4"
"6278","F","COUPE","46","20","1"
"1959","F","SEDAN","2","21","1"
"2936","F","SEDAN","0","37","1"
"2223","F","CNVTBL","11","41","2"
"3355","F","CNVTBL","14","24","1"
