"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE"
"6509","F","SEDAN","39","7","3"
"3150","F","SEDAN","37","41","1"
"8130","F","CNVTBL","5","28","4"
"4276","F","SUV","19","26","1"
"5857","F","HB","20","49","1"
"5356","F","HB","13","30","4"
"1925","F","SUV","44","27","1"
"9449","F","SUV","11","45","3"
"5231","F","SPORTS","2","35","4"
"698","F","SUV","19","41","3"
"9657","F","SUV","43","5","3"
"1123","F","HB","28","2","4"
"4542","F","SEDAN","26","22","1"
"126","F","SUV","31","33","4"
"4780","F","SEDAN","41","38","3"
"9052","S","COUPE","40","24","4"
"9894","F","SUV","43","0","1"
"2145","F","CNVTBL","25","8","1"
"3607","F","SUV","4","42","1"
"686","F","COUPE","34","33","5"
"6488","F","COUPE","41","13","3"
"9382","F","HB","14","24","1"
"6861","F","CNVTBL","43","42","1"
"6834","F","CNVTBL","13","11","3"
"3129","F","SPORTS","43","5","5"
"3713","F","HB","37","47","3"
"6457","F","CNVTBL","18","31","4"
"1622","F","COUPE","4","28","3"
"5898","F","HB","36","28","3"
"5255","F","COUPE","33","27","3"
"2011","F","SEDAN","37","18","3"
"6568","F","SUV","44","8","3"
"7567","F","CNVTBL","9","33","3"
"8768","F","SEDAN","39","47","3"
"8470","F","COUPE","42","2","2"
"8795","F","HB","8","40","3"
"6397","F","CNVTBL","29","7","1"
"6323","F","SUV","0","21","4"
"3885","F","COUPE","12","23","4"
"6973","F","SPORTS","33","41","4"
"7860","F","COUPE","1","20","3"
"5158","F","SUV","4","20","5"
"3813","F","CNVTBL","9","0","4"
"1537","F","SPORTS","1","49","4"
"6878","F","SEDAN","0","16","3"
"5594","F","SUV","28","47","3"
"9891","F","SPORTS","36","13","4"
"4830","F","SEDAN","19","28","3"
"4562","F","SUV","27","29","1"
"182","F","SUV","42","36","2"
"4180","F","HB","31","27","3"
"9771","F","SEDAN","15","40","3"
"7007","F","SUV","8","17","1"
"7358","F","SUV","21","49","4"
"1046","F","SUV","11","20","4"
"9679","F","HB","45","47","4"
