"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE","ASSIGNEDCARNO","ASSIGNEDTYPE","ASSIGNEDMODEL","ASSIGNEDHASFUEL","ASSIGNEDSTEPNEY","ASSIGNEDTIMEAWAY"
"7884","F","SEDAN","19","18","2","669","F","SEDAN","61","1","8.6395"
"3232","F","HB","16","20","1","5416","F","HB","88","1","22.496"
"8147","F","CNVTBL","6","2","1","4012","F","SUV","81","0","3.3028"
"7307","F","SPORTS","15","31","1","8519","F","SPORTS","96","1","9.8662"
"6086","F","SPORTS","4","40","1","8481","F","SPORTS","96","1","40.017"
"9489","F","CNVTBL","47","40","1","7827","F","SEDAN","82","0","4.9764"
"7706","F","CNVTBL","11","19","1","9780","F","HB","84","1",".39919"
"1831","F","SEDAN","15","12","1","6449","F","SUV","83","1","32.398"
"6410","F","SEDAN","10","7","1","3110","F","HB","94","0",".091003"
"9637","F","SEDAN","35","38","1","5769","F","HB","95","1","33.453"
"7339","F","CNVTBL","11","14","2","3080","F","CNVTBL","59","1","17.225"
"161","F","SUV","40","44","2","4281","F","SUV","15","1","15.325"
"5188","F","CNVTBL","14","46","1","7471","F","HB","89","0","2.5866"
"8578","F","CNVTBL","20","4","1","4882","F","CNVTBL","96","0","17.088"
"6128","F","SPORTS","15","21","1","8607","F","SEDAN","92","1","12.631"
"8486","F","SUV","6","10","1","5830","F","SUV","82","1","37.477"
"9922","F","SUV","39","0","2","4341","F","SUV","53","1","8.3289"
"5182","F","CNVTBL","49","45","1","1009","F","SEDAN","89","0","41.824"
"2580","F","HB","21","11","2","5458","F","HB","65","1","17.597"
"1714","F","SUV","30","42","1","7753","F","SEDAN","86","0","19.171"
"3861","F","COUPE","29","4","1","1470","F","COUPE","95","1","18.404"
"1199","F","COUPE","11","21","1","3435","F","HB","81","1","12.767"
"1152","F","SEDAN","6","15","1","4106","F","SPORTS","84","1","23.974"
"9930","F","SEDAN","38","5","1","9563","F","HB","90","0","20.7"
"5127","F","SUV","47","33","1","5458","F","SEDAN","90","0","7.9371"
"2615","F","CNVTBL","9","1","1","4699","F","SUV","94","1","10.423"
"5981","F","CNVTBL","26","7","1","4290","F","SUV","84","1","30.326"
"2616","F","SEDAN","22","33","2","741","F","SEDAN","97","1","15.502"
"8479","F","CNVTBL","45","16","2","6821","F","CNVTBL","60","1","31.786"
"6298","F","SPORTS","25","23","1","2819","F","SEDAN","93","1","1.7191"
"298","F","SUV","11","43","2","8775","F","SUV","93","1","28.345"
"14","F","CNVTBL","42","23","1","1388","F","COUPE","92","0",".20005"
"4862","F","HB","24","46","2","3866","F","HB","93","1","21.426"
"6973","F","SUV","39","9","1","8522","F","HB","23","1","35.359"
"1165","F","SEDAN","49","11","1","4718","F","COUPE","82","0","5.9459"
"2681","F","HB","39","43","1","782","F","CNVTBL","91","0","38.876"
"4239","F","SPORTS","32","34","2","3888","F","SPORTS","37","1","28.206"
"8031","F","COUPE","8","20","2","434","F","COUPE","64","1","12.26"
"5360","F","SEDAN","28","15","1","6548","F","SEDAN","84","1","7.4979"
"297","F","SUV","14","43","2","4575","F","SUV","23","1","15.029"
"7692","F","SEDAN","23","35","1","7274","F","SEDAN","97","1","33.59"
"3617","F","CNVTBL","37","47","2","5396","F","CNVTBL","15","1","11.514"
"7631","F","SUV","20","8","1","5833","F","SEDAN","95","1","14.702"
"3724","F","SEDAN","2","11","1","8653","F","CNVTBL","83","1","23.876"
"8319","F","COUPE","13","12","1","5116","F","SEDAN","83","1","8.9855"
"3456","F","COUPE","23","15","1","3690","F","CNVTBL","95","0","42.722"
"3070","F","SEDAN","14","43","1","3644","F","HB","88","1","48.588"
"5157","F","SEDAN","2","27","2","9218","F","SEDAN","80","1","37.606"
"7371","F","CNVTBL","18","22","1","6972","F","SUV","97","1","40.164"
"429","F","SUV","3","1","2","403","F","SUV","31","1","10.3"
"4301","F","SUV","18","31","1","278","F","HB","82","1",".4689"
"5765","F","CNVTBL","46","13","1","6523","F","SUV","84","1","41.408"
"7525","F","HB","1","0","1","9540","F","HB","91","1","19.921"
"7003","F","COUPE","26","13","1","7764","F","SEDAN","92","1","44.096"
"1014","F","SPORTS","13","20","1","6948","F","HB","88","0","21.254"
"4629","F","CNVTBL","0","21","2","9200","F","CNVTBL","16","1","16.27"
"2884","F","SEDAN","21","1","1","5993","F","SPORTS","89","1","25.48"
"8072","F","SEDAN","4","16","1","9757","F","HB","84","1","31.379"
"2636","F","SEDAN","34","36","1","5209","F","SEDAN","92","1","1.7651"
"4860","F","HB","5","2","1","1651","F","COUPE","88","1","11.176"
