"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE","ASSIGNEDCARNO","ASSIGNEDTYPE","ASSIGNEDMODEL","ASSIGNEDHASFUEL","ASSIGNEDSTEPNEY","ASSIGNEDTIMEAWAY"
"5962","F","SUV","26","16","2","7806","F","SUV","64","1","4.2805"
"9993","F","CNVTBL","26","5","1","7543","F","SEDAN","84","1","2.7124"
"4179","F","SUV","23","28","1","703","F","COUPE","86","1","46.531"
"315","F","CNVTBL","25","47","1","5809","F","SUV","86","1","2.4215"
"3838","F","CNVTBL","24","15","1","4354","F","COUPE","96","0","7.6758"
"3871","F","SUV","20","35","1","1675","F","CNVTBL","97","0",".89573"
"5928","F","HB","0","46","1","900","F","SPORTS","93","0","36.072"
"8090","F","SPORTS","12","6","1","2965","F","HB","81","1","47.964"
"138","F","HB","3","6","1","3319","F","SEDAN","95","1","47.831"
"6502","F","HB","25","35","1","5897","F","SPORTS","98","1","35.951"
"6786","F","COUPE","12","4","2","9787","F","COUPE","36","1","36.22"
"3503","F","CNVTBL","16","4","1","4873","F","SPORTS","87","1","14.202"
"6219","F","COUPE","16","37","1","5254","F","HB","90","0","16.801"
"1941","F","SUV","18","46","2","1003","F","SUV","77","1","42.816"
"9290","F","COUPE","4","48","1","9795","F","SEDAN","90","1","5.4508"
"7086","F","SPORTS","36","7","2","4847","F","SPORTS","49","1","34.701"
"5186","F","SEDAN","44","37","1","7745","F","SUV","91","0","23.821"
"5210","F","CNVTBL","48","9","1","2340","F","SPORTS","86","1","13.76"
"6033","F","CNVTBL","24","35","2","1331","F","CNVTBL","25","1","37.725"
"2354","F","COUPE","28","35","2","4238","F","COUPE","96","1","30.488"
"6054","F","HB","41","1","1","2789","F","HB","93","1","17.687"
"13","F","HB","6","19","2","4563","F","HB","20","1","35.895"
"1179","F","SPORTS","21","12","1","4900","F","SEDAN","96","1","2.3322"
"2046","F","SEDAN","43","15","1","546","F","SUV","82","0","35.209"
"8386","F","CNVTBL","8","35","1","3471","F","HB","95","0","20.869"
"580","F","SPORTS","20","41","2","6792","F","SPORTS","17","1","48.616"
"2193","F","HB","28","15","1","8916","F","HB","97","1","4.1913"
"7323","F","CNVTBL","44","5","2","2965","F","CNVTBL","73","1","40.302"
"2914","F","SUV","7","32","1","2364","F","CNVTBL","84","0","31.352"
"9747","F","CNVTBL","27","36","1","8722","F","SPORTS","98","0","48.929"
"9318","F","CNVTBL","14","35","1","7268","F","CNVTBL","96","0","30.79"
"5092","F","COUPE","35","30","1","7690","F","HB","91","1","37.61"
"5837","F","SEDAN","18","14","2","4127","F","SEDAN","61","1","3.8686"
"8957","F","SUV","30","14","2","5798","F","SUV","19","1","36.797"
"9567","F","HB","33","14","1","5909","F","HB","94","1","17.48"
"882","F","SEDAN","3","34","1","5517","F","HB","93","1","32.621"
"3397","F","COUPE","1","22","1","6062","F","SEDAN","89","1","16.877"
"5338","F","CNVTBL","5","26","2","3043","F","CNVTBL","50","1","12.647"
"8904","F","SEDAN","29","48","1","2301","F","SUV","88","1","11.323"
"8356","F","SEDAN","9","40","1","5105","F","SUV","85","1","11.269"
"6740","F","SPORTS","28","42","2","4625","F","SPORTS","45","1","30.241"
"5950","F","SUV","18","15","1","3894","F","HB","84","0","40.438"
"334","F","HB","27","8","1","6111","F","COUPE","92","1","13.864"
"7243","F","SEDAN","22","44","1","8003","F","HB","95","1","18.903"
"9107","F","SPORTS","43","40","1","3321","F","HB","96","1","7.8787"
"2400","F","SPORTS","28","11","1","3189","F","SUV","91","0","1.0115"
"7022","F","COUPE","8","49","1","3312","F","COUPE","81","0","37.564"
"7840","F","COUPE","45","4","2","653","F","COUPE","39","1","47.958"
"3565","F","COUPE","47","3","1","5762","F","CNVTBL","91","1","45.721"
"2531","F","SUV","30","26","1","6857","F","SEDAN","94","1","3.3573"
"8198","F","CNVTBL","22","29","1","3326","F","HB","96","1","10.639"
"7014","F","HB","40","39","1","6583","F","SEDAN","84","0","9.1079"
"5440","F","COUPE","30","33","1","1267","F","COUPE","98","0","29.051"
"2705","F","CNVTBL","43","46","2","981","F","CNVTBL","35","1","2.6044"
"4843","F","HB","48","44","2","6406","F","HB","91","1","34.312"
"2079","F","CNVTBL","6","1","1","6327","F","HB","87","1","19.418"
"6257","F","CNVTBL","1","44","1","7268","F","SPORTS","91","0","1.6905"
"4373","F","SPORTS","3","31","2","9908","F","SPORTS","47","1","27.942"
"2409","F","SPORTS","31","13","1","3408","F","COUPE","90","1","44.188"
"5713","F","SUV","43","14","2","4202","F","SUV","93","1","27.282"
"5683","F","SEDAN","28","4","1","4051","F","SEDAN","83","0","7.5942"
"4078","F","SUV","12","38","1","1950","F","SEDAN","84","0","35.863"
"901","F","COUPE","28","27","2","2936","F","COUPE","81","1","2.3259"
"4772","F","SEDAN","4","10","2","5656","F","SEDAN","37","1","8.9527"
"6638","F","COUPE","32","31","1","5346","F","COUPE","88","1","48.554"
"8114","F","SPORTS","37","9","1","8429","F","COUPE","93","1","20.654"
"988","F","SPORTS","25","37","2","2083","F","SPORTS","34","1","11.492"
"8165","F","SEDAN","26","42","1","99","F","CNVTBL","93","1","16.164"
"8591","F","SPORTS","12","13","1","1757","F","SPORTS","92","0","10.565"
"5286","F","HB","29","11","1","6536","F","HB","83","0","37.448"
"5589","F","SPORTS","32","48","2","1866","F","SPORTS","68","1","13.827"
"8634","F","SPORTS","27","29","2","2175","F","SPORTS","2","1","26.63"
"1846","F","HB","42","32","1","5915","F","HB","95","0","13.522"
"1139","F","HB","34","48","2","1386","F","HB","35","1","26.246"
"1695","F","HB","24","7","2","4257","F","HB","86","1","22.949"
"5836","F","SPORTS","0","17","1","5533","F","SUV","88","0","22.845"
"7179","F","SEDAN","32","44","2","3076","F","SEDAN","8","1","4.5748"
"6322","F","CNVTBL","39","34","2","7696","F","CNVTBL","55","1",".3402"
"7736","F","SEDAN","18","33","1","6530","F","COUPE","84","0","1.9893"
"1923","F","CNVTBL","14","9","1","1075","F","HB","87","1","28.447"
"3913","F","HB","43","13","1","9210","F","COUPE","90","1","10.466"
"733","F","SUV","5","18","1","1481","F","CNVTBL","97","0","1.8616"
"8565","F","SEDAN","26","0","1","3631","F","CNVTBL","98","1","27.112"
"3823","F","SUV","11","46","1","7103","F","COUPE","97","1","9.6746"
