"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE"
"3021","F","SEDAN","41","28","1"
"3434","F","HB","49","29","3"
"9282","F","COUPE","27","47","5"
"398","F","SEDAN","27","44","1"
"7961","F","COUPE","26","43","5"
"6446","F","COUPE","39","22","4"
"1367","F","COUPE","41","35","1"
"4136","F","COUPE","17","4","5"
"1335","F","SUV","11","23","1"
"7424","F","SEDAN","45","18","5"
"1860","F","CNVTBL","1","21","4"
"1554","F","CNVTBL","3","21","1"
"480","F","SUV","48","36","3"
"4580","F","COUPE","27","36","4"
"9405","F","HB","26","8","1"
"4353","F","SEDAN","24","42","4"
"7675","F","SPORTS","2","27","1"
"4454","F","HB","39","25","4"
"7342","F","SPORTS","35","36","4"
"6560","S","COUPE","15","0","5"
"1969","F","SPORTS","7","27","1"
"8410","F","CNVTBL","23","5","5"
"1996","F","SPORTS","30","3","1"
"598","F","SEDAN","22","22","1"
"3324","F","HB","41","43","1"
"2137","F","HB","14","32","3"
"7159","F","COUPE","36","8","4"
"2566","F","SPORTS","37","9","5"
"8563","F","SEDAN","31","16","4"
"2735","F","COUPE","19","35","4"
"2785","F","COUPE","4","20","5"
"4975","F","SEDAN","14","1","4"
"1759","F","COUPE","32","44","3"
"6898","F","COUPE","5","13","3"
"2844","F","SUV","28","1","4"
"1456","F","SUV","12","13","5"
"3792","F","SPORTS","14","7","4"
"9995","F","COUPE","35","44","1"
"2116","F","SUV","35","44","5"
"5457","S","SPORTS","36","47","2"
"8976","F","SUV","30","17","2"
"5734","F","SPORTS","39","5","2"
"8261","F","CNVTBL","9","4","5"
"1156","F","SUV","28","34","1"
"3240","F","SUV","45","11","5"
"3122","F","SPORTS","32","3","5"
"5289","F","SUV","33","2","5"
"134","F","SEDAN","1","44","3"
"1428","F","CNVTBL","17","39","2"
"194","F","CNVTBL","10","42","2"
"9809","F","HB","41","33","3"
"4727","F","HB","11","23","1"
"6411","F","SEDAN","10","42","2"
"4440","F","CNVTBL","28","45","3"
"5441","F","CNVTBL","13","11","3"
"8911","F","SEDAN","16","25","2"
"5608","F","SPORTS","24","40","5"
"9155","F","CNVTBL","10","35","1"
"2387","F","SEDAN","16","28","5"
"5208","F","COUPE","33","35","2"
"5807","F","SUV","0","22","5"
"1531","F","CNVTBL","0","49","4"
"2211","F","CNVTBL","18","25","1"
"9187","F","HB","17","37","3"
"7849","F","SUV","22","1","1"
"8266","F","CNVTBL","12","14","5"
"7530","F","HB","32","24","1"
"8103","F","CNVTBL","27","39","1"
"5991","F","COUPE","7","15","4"
"1732","S","SPORTS","4","13","3"
"943","F","SUV","30","17","4"
"309","F","CNVTBL","19","20","2"
"7993","F","SUV","0","33","3"
"8448","F","CNVTBL","15","31","1"
"1239","F","SUV","8","25","4"
"5953","F","COUPE","13","46","5"
"2238","F","CNVTBL","33","8","2"
"2198","F","SEDAN","32","47","4"
"2114","F","SUV","22","0","2"
"882","F","SEDAN","6","7","1"
"1813","F","COUPE","12","22","1"
"8803","F","CNVTBL","33","20","1"
"8909","F","HB","44","17","5"
"1446","F","HB","34","32","2"
"926","F","SPORTS","24","9","4"
"9129","F","HB","13","22","1"
"8462","F","COUPE","5","8","1"
"4568","F","HB","20","18","2"
"7246","F","CNVTBL","47","27","3"
"3556","F","CNVTBL","35","31","4"
"13","F","SPORTS","0","47","1"
"5638","F","SPORTS","38","8","3"
"6336","F","COUPE","18","33","1"
"2656","F","SUV","45","6","5"
"4324","F","CNVTBL","9","32","3"
"9639","F","SPORTS","21","24","2"
"3377","F","SEDAN","4","23","3"
"9629","F","COUPE","36","40","3"
"6964","F","COUPE","25","48","1"
"8986","F","SUV","48","17","2"
"1685","S","SEDAN","5","9","1"
"736","F","SUV","49","2","4"
"6736","F","SUV","21","29","4"
"7950","F","COUPE","31","21","2"
"9212","F","SEDAN","9","3","2"
"8579","F","HB","16","38","3"
"7929","F","SPORTS","45","19","1"
"3260","F","HB","13","46","3"
"8767","F","SPORTS","25","26","4"
"5626","F","CNVTBL","26","14","4"
"118","F","SUV","23","18","2"
"5751","F","HB","42","14","2"
"6761","F","COUPE","9","33","3"
"5212","F","SPORTS","40","31","4"
"492","F","SPORTS","27","42","5"
"6614","F","CNVTBL","30","11","3"
"2434","F","HB","45","14","1"
"4355","F","SPORTS","0","38","3"
"1293","F","COUPE","21","32","1"
"9255","F","SPORTS","34","28","4"
"1988","F","HB","45","22","1"
"1075","F","HB","16","41","5"
"1235","F","SUV","10","35","5"
"2338","F","COUPE","33","18","4"
"4258","F","CNVTBL","26","11","1"
"281","F","COUPE","43","8","5"
"4997","F","SEDAN","31","44","1"
"6371","F","SEDAN","17","36","1"
"8940","F","SPORTS","46","3","3"
"4848","F","CNVTBL","28","44","4"
"9463","F","HB","14","5","1"
"5082","F","SPORTS","32","7","3"
"460","F","SUV","8","10","2"
"3855","F","SEDAN","9","2","5"
"6483","F","SPORTS","9","34","2"
"4974","F","SPORTS","25","39","3"
"7605","F","SUV","49","16","1"
"5968","F","CNVTBL","44","24","1"
"3178","F","SUV","21","49","1"
"6043","F","SUV","39","44","1"
"7726","F","SPORTS","18","26","1"
"3508","F","CNVTBL","44","40","5"
"821","F","HB","32","41","1"
"6639","F","SUV","34","49","5"
"6711","F","CNVTBL","44","24","4"
"7841","F","SUV","8","15","2"
"4382","F","SUV","2","29","2"
"9917","F","HB","32","5","3"
"8049","F","CNVTBL","48","31","5"
"6569","F","HB","6","44","3"
"4630","F","CNVTBL","3","9","3"
"6830","F","HB","21","33","3"
"161","F","SUV","31","21","1"
"9259","F","HB","20","41","3"
"9813","F","CNVTBL","8","1","4"
"2945","F","COUPE","39","45","1"
"8239","F","HB","25","47","4"
"7072","F","HB","39","47","1"
"7297","F","SEDAN","6","6","1"
"1909","F","COUPE","9","18","4"
"1803","F","CNVTBL","32","45","1"
"9790","F","SPORTS","29","27","4"
"7353","F","SEDAN","32","25","2"
"1984","F","CNVTBL","40","11","1"
"7133","F","CNVTBL","35","47","1"
"6771","F","COUPE","19","40","1"
"488","F","SUV","30","44","1"
"5449","F","SPORTS","30","49","1"
"9014","F","SUV","0","32","4"
"3941","F","CNVTBL","20","27","2"
"2773","F","SPORTS","39","13","1"
"5436","F","SUV","34","35","4"
"3182","F","CNVTBL","24","44","2"
"7710","F","SPORTS","36","12","1"
"5813","F","SUV","42","44","1"
"1610","S","SEDAN","36","14","5"
"8920","F","HB","4","37","1"
"9615","S","SUV","22","42","1"
"3707","F","HB","11","35","2"
"3308","F","COUPE","8","20","1"
"10","F","COUPE","16","13","1"
"4350","F","HB","26","17","1"
"3389","F","HB","31","39","1"
"4323","F","SPORTS","2","15","3"
"3435","F","CNVTBL","20","21","1"
"1464","F","COUPE","40","15","4"
"423","F","HB","43","7","3"
"728","F","SUV","13","24","3"
"8394","F","SPORTS","48","32","3"
"2358","F","CNVTBL","10","7","5"
"7467","F","COUPE","38","47","3"
"681","S","SEDAN","14","18","1"
"1403","F","COUPE","23","6","1"
"2930","F","SEDAN","32","27","4"
"3330","F","SPORTS","30","8","5"
"1249","F","SUV","10","10","5"
"6956","F","SPORTS","5","42","2"
"8587","F","SPORTS","25","36","1"
"9687","F","CNVTBL","37","2","5"
"3654","F","HB","42","15","2"
"7922","F","SUV","5","23","2"
"7627","F","SPORTS","22","21","1"
"2169","F","HB","0","21","2"
"866","F","SUV","41","26","5"
"775","F","HB","49","36","1"
"5482","F","SEDAN","34","43","5"
"8141","F","SEDAN","20","48","5"
"9908","F","COUPE","4","10","2"
"5110","F","COUPE","13","26","3"
"6368","F","HB","45","4","1"
"867","F","SUV","29","28","2"
"9844","F","HB","35","26","2"
"2393","S","SEDAN","6","8","1"
"5468","F","SPORTS","7","19","1"
"1509","F","SPORTS","14","36","1"
"7148","F","SUV","17","16","3"
"7149","F","SPORTS","7","9","3"
"2256","F","CNVTBL","16","40","1"
"6300","F","COUPE","43","8","4"
"1203","F","CNVTBL","20","16","1"
"7827","F","COUPE","40","43","1"
"4782","F","SEDAN","7","9","1"
"5899","F","CNVTBL","15","42","3"
"6050","F","SEDAN","35","28","5"
"2590","F","COUPE","1","35","3"
"2844","F","SPORTS","0","9","1"
"10","F","COUPE","11","9","1"
"738","F","SUV","9","10","1"
"6496","F","HB","12","34","1"
"6795","F","SUV","4","1","1"
"4138","F","COUPE","4","29","4"
"5163","F","HB","32","7","1"
"9979","F","SUV","35","5","1"
"6397","F","SPORTS","25","49","2"
"5431","F","CNVTBL","39","45","3"
"9871","F","SPORTS","31","48","2"
"7561","F","HB","40","44","3"
"4490","F","COUPE","33","38","4"
"6876","F","SEDAN","15","37","1"
"3023","F","SUV","32","4","1"
"2327","F","SEDAN","5","43","3"
"9566","F","SPORTS","33","38","1"
"5984","F","CNVTBL","39","28","2"
"6136","F","CNVTBL","36","29","1"
"2889","F","SUV","18","12","2"
"9269","F","SUV","45","35","1"
"5250","F","SPORTS","13","24","5"
"7171","F","SEDAN","18","44","1"
"6650","F","SUV","17","35","2"
"3209","F","SPORTS","7","6","4"
"3338","F","COUPE","30","6","4"
"9340","F","SUV","36","14","1"
"1764","F","SEDAN","36","48","1"
"3466","F","CNVTBL","37","7","1"
"3752","F","SEDAN","36","8","2"
"7746","F","HB","5","20","3"
"3787","F","CNVTBL","7","25","1"
"2939","F","SEDAN","7","23","4"
"1131","F","COUPE","29","35","4"
"6836","F","CNVTBL","40","49","1"
"4172","F","SPORTS","20","38","2"
"267","F","COUPE","7","38","2"
"2475","F","SUV","17","4","2"
"3775","F","SPORTS","3","33","1"
"465","F","CNVTBL","49","0","1"
"4681","F","SEDAN","40","7","1"
"2147","F","HB","28","38","3"
"9631","F","SPORTS","15","34","1"
"6570","F","CNVTBL","8","12","5"
"1485","F","HB","30","25","1"
"841","F","SEDAN","42","26","5"
"4977","F","CNVTBL","9","17","5"
"9504","F","SPORTS","8","21","1"
"5597","F","HB","15","28","1"
"4609","F","SEDAN","38","20","1"
"8796","F","CNVTBL","47","2","3"
"1711","F","SUV","38","15","1"
"436","F","COUPE","45","29","2"
"2061","S","COUPE","45","30","5"
"6923","F","CNVTBL","39","36","1"
"9623","F","HB","37","35","3"
"9162","F","SPORTS","48","19","1"
