"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE","ASSIGNEDCARNO","ASSIGNEDTYPE","ASSIGNEDMODEL","ASSIGNEDHASFUEL","ASSIGNEDSTEPNEY","ASSIGNEDTIMEAWAY"
"3724","F","SEDAN","2","11","1","8653","F","CNVTBL","83","1","23.876"
"8319","F","COUPE","13","12","1","5116","F","SEDAN","83","1","8.9855"
"3456","F","COUPE","23","15","1","3690","F","CNVTBL","95","0","42.722"
"3070","F","SEDAN","14","43","1","3644","F","HB","88","1","48.588"
"5157","F","SEDAN","2","27","2","9218","F","SEDAN","80","1","37.606"
"7371","F","CNVTBL","18","22","1","6972","F","SUV","97","1","40.164"
"429","F","SUV","3","1","2","403","F","SUV","31","1","10.3"
"4301","F","SUV","18","31","1","278","F","HB","82","1",".4689"
"5765","F","CNVTBL","46","13","1","6523","F","SUV","84","1","41.408"
"7525","F","HB","1","0","1","9540","F","HB","91","1","19.921"
