"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE"
"2971","F","SEDAN","19","46","1"
"5386","F","CNVTBL","49","21","1"
"865","F","SEDAN","11","45","3"
"8445","F","HB","23","13","2"
"9458","F","COUPE","23","7","5"
"5523","F","SPORTS","14","34","2"
"353","F","SEDAN","36","34","4"
"4133","F","COUPE","26","0","4"
"5818","F","COUPE","43","1","3"
"475","F","SPORTS","45","9","3"
"4454","F","CNVTBL","15","37","2"
"5842","F","SEDAN","10","19","4"
"2743","F","COUPE","6","21","1"
"9921","F","SPORTS","0","7","3"
"2104","F","SPORTS","36","41","3"
"8358","F","SEDAN","2","15","2"
"9521","F","CNVTBL","27","32","2"
"1551","F","CNVTBL","30","16","5"
"7506","F","COUPE","39","8","4"
"189","F","CNVTBL","45","39","1"
"1227","F","HB","29","21","1"
"2389","F","CNVTBL","12","43","5"
"735","F","SPORTS","47","9","2"
"5634","F","HB","39","44","1"
"5786","F","HB","35","14","3"
"3304","F","CNVTBL","31","16","3"
"1487","F","HB","36","44","4"
"9637","F","SEDAN","35","38","1"
"9992","F","CNVTBL","14","49","3"
"7339","F","CNVTBL","11","14","2"
"2697","F","CNVTBL","8","23","5"
"161","F","SUV","40","44","2"
"7305","F","SEDAN","5","41","4"
"1576","F","CNVTBL","39","44","4"
"7458","F","CNVTBL","4","7","5"
"5188","F","CNVTBL","14","46","1"
"6988","F","SUV","29","37","1"
"7071","F","SPORTS","19","17","1"
"343","F","SEDAN","29","37","5"
"8578","F","CNVTBL","20","4","1"
"6580","F","HB","24","48","1"
"6907","F","COUPE","47","34","4"
"6128","F","SPORTS","15","21","1"
"473","F","SUV","9","23","1"
"5685","F","SUV","35","36","4"
"2221","F","COUPE","36","27","3"
"4551","F","HB","0","1","1"
"5430","F","HB","23","36","1"
"831","F","SEDAN","45","33","4"
"8022","F","COUPE","3","5","1"
"8486","F","SUV","6","10","1"
"2639","F","HB","4","17","4"
"9922","F","SUV","39","0","2"
"1779","F","CNVTBL","39","29","2"
"818","F","SUV","37","36","1"
"1674","F","HB","30","15","1"
"4840","F","HB","22","15","4"
"1024","F","SEDAN","1","44","3"
"874","F","COUPE","38","16","5"
"5182","F","CNVTBL","49","45","1"
"186","F","SPORTS","14","4","5"
"4045","F","SPORTS","19","4","4"
"2046","F","SUV","42","0","1"
"4117","F","COUPE","32","22","3"
"8069","F","SPORTS","8","20","2"
"3481","F","SPORTS","19","2","5"
"1768","F","HB","19","19","1"
"2580","F","HB","21","11","2"
"804","F","CNVTBL","4","10","4"
"1714","F","SUV","30","42","1"
"3945","F","SPORTS","48","41","4"
"1364","F","CNVTBL","10","5","3"
"3861","F","COUPE","29","4","1"
"9253","F","CNVTBL","47","48","4"
"5074","F","CNVTBL","6","39","2"
"1199","F","COUPE","11","21","1"
"3553","F","CNVTBL","44","29","5"
"2273","F","HB","2","3","3"
"8795","F","SUV","29","49","3"
"6890","F","CNVTBL","46","17","5"
"1152","F","SEDAN","6","15","1"
"2591","F","SUV","31","14","1"
"3068","F","COUPE","7","20","5"
"608","F","HB","48","36","5"
"9930","F","SEDAN","38","5","1"
"5127","F","SUV","47","33","1"
"7071","F","COUPE","30","30","1"
"9047","F","COUPE","11","5","5"
"1062","F","SPORTS","8","21","5"
"7015","F","COUPE","2","24","3"
"7642","F","SPORTS","43","30","4"
"3312","F","CNVTBL","47","41","3"
"3293","F","SUV","48","36","3"
"4965","F","CNVTBL","4","41","1"
"4617","S","HB","37","16","3"
"6518","F","SUV","19","40","5"
"8560","F","HB","37","42","3"
"3305","F","CNVTBL","43","3","1"
"2615","F","CNVTBL","9","1","1"
"5981","F","CNVTBL","26","7","1"
"6509","F","SEDAN","39","7","3"
"2616","F","SEDAN","22","33","2"
"8479","F","CNVTBL","45","16","2"
"5039","F","COUPE","38","47","5"
"3172","F","SPORTS","24","29","1"
"9592","F","SEDAN","10","22","5"
"6488","F","COUPE","41","13","3"
"391","F","SPORTS","34","37","2"
"9617","F","SEDAN","7","47","5"
"9382","F","HB","14","24","1"
"6861","F","CNVTBL","43","42","1"
"4868","F","SEDAN","13","43","2"
"3546","F","CNVTBL","8","27","3"
"6834","F","CNVTBL","13","11","3"
"4266","F","COUPE","1","8","4"
"3129","F","SPORTS","43","5","5"
"9223","F","CNVTBL","10","8","1"
"3713","F","HB","37","47","3"
"969","F","SEDAN","39","49","3"
"7692","F","SEDAN","23","35","1"
"3146","F","COUPE","9","49","3"
"3617","F","CNVTBL","37","47","2"
"9128","F","HB","4","25","1"
"7631","F","SUV","20","8","1"
"6278","F","CNVTBL","8","2","1"
"3643","F","SPORTS","37","4","1"
"6863","F","SUV","11","48","5"
"3724","F","SEDAN","2","11","1"
"7028","F","CNVTBL","20","47","1"
"6457","F","CNVTBL","18","31","4"
"1870","F","CNVTBL","37","30","3"
"1921","F","SEDAN","1","19","5"
"6503","F","SUV","24","28","1"
"8319","F","COUPE","13","12","1"
"1882","F","HB","13","23","4"
"1622","F","COUPE","4","28","3"
"8027","F","SUV","42","42","1"
"1048","F","CNVTBL","9","5","2"
"3119","F","CNVTBL","12","6","1"
"5898","F","HB","36","28","3"
"3284","F","COUPE","10","43","3"
"5255","F","COUPE","33","27","3"
"7199","F","SUV","42","26","3"
"3528","F","SEDAN","10","34","2"
"2330","F","HB","34","0","4"
"2011","F","SEDAN","37","18","3"
"6568","F","SUV","44","8","3"
"3456","F","COUPE","23","15","1"
"7567","F","CNVTBL","9","33","3"
"8768","F","SEDAN","39","47","3"
"3070","F","SEDAN","14","43","1"
"8470","F","COUPE","42","2","2"
"3347","F","SUV","38","44","5"
"5157","F","SEDAN","2","27","2"
"8795","F","HB","8","40","3"
"6397","F","CNVTBL","29","7","1"
"6323","F","SUV","0","21","4"
"8034","F","COUPE","23","22","1"
"7371","F","CNVTBL","18","22","1"
"429","F","SUV","3","1","2"
"4301","F","SUV","18","31","1"
"5765","F","CNVTBL","46","13","1"
"7525","F","HB","1","0","1"
"795","F","SPORTS","41","18","1"
"5893","F","CNVTBL","30","48","5"
"9063","F","CNVTBL","26","38","3"
"7453","F","SUV","26","17","4"
"5745","F","HB","17","29","3"
"3574","F","SPORTS","30","25","5"
"4965","F","HB","41","24","2"
"7213","F","SUV","41","28","4"
"4233","F","COUPE","10","33","5"
"6244","F","COUPE","38","12","4"
"2421","F","COUPE","44","15","1"
"308","S","SEDAN","25","48","1"
"6886","F","SEDAN","43","11","1"
"5246","F","COUPE","0","27","4"
"6315","F","CNVTBL","11","34","4"
"9871","F","CNVTBL","21","36","1"
"9135","F","SUV","37","48","2"
"5023","F","SPORTS","40","7","1"
"786","F","SPORTS","1","14","1"
"5065","F","SEDAN","46","33","3"
"4848","F","CNVTBL","35","13","4"
"6028","F","COUPE","2","44","5"
"7990","F","CNVTBL","2","24","2"
"5865","F","SUV","29","13","5"
"1540","F","CNVTBL","16","31","3"
"3845","F","SUV","5","39","2"
"9669","F","SEDAN","40","3","4"
"4040","F","SEDAN","4","44","4"
"2760","F","SEDAN","46","13","2"
"476","F","HB","49","8","1"
"7454","F","CNVTBL","24","41","2"
"6206","F","SUV","33","5","1"
"8803","F","COUPE","48","15","3"
"6963","F","CNVTBL","16","38","5"
"495","F","SPORTS","3","16","4"
"1154","F","SUV","17","48","1"
"1721","F","CNVTBL","15","9","1"
"5563","F","HB","17","48","1"
"9175","F","COUPE","0","16","1"
"2644","F","HB","18","45","2"
"6984","F","SEDAN","34","18","3"
"7683","F","COUPE","5","1","1"
