"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE","ASSIGNEDCARNO","ASSIGNEDTYPE","ASSIGNEDMODEL","ASSIGNEDHASFUEL","ASSIGNEDSTEPNEY","ASSIGNEDTIMEAWAY"
"9225","S","COUPE","10","30","2","9864","F","COUPE","29","1","21.479"
"3887","F","CNVTBL","30","47","1","2206","F","COUPE","95","1","16.507"
"2274","F","COUPE","45","7","1","2867","F","HB","99","1","29.523"
"9768","F","SPORTS","37","1","1","2730","F","SEDAN","90","1","31.061"
"7911","S","HB","22","12","1","207","F","SEDAN","86","1","22.098"
"2633","F","SPORTS","34","8","2","9452","F","SPORTS","10","1","5.4651"
"460","F","COUPE","6","37","2","1508","F","COUPE","82","1","30.62"
"399","F","SPORTS","49","47","2","7775","F","SPORTS","15","1","13.587"
"6382","F","SUV","9","38","1","2809","F","HB","85","1","40.154"
"7322","F","HB","27","19","1","4274","F","SUV","93","1","2.3081"
"6243","F","COUPE","24","31","1","8446","F","SUV","88","1","47.153"
"8320","F","COUPE","1","37","1","7651","F","COUPE","88","0","4.8714"
"4132","F","CNVTBL","42","26","2","7068","F","CNVTBL","10","1","47.117"
"7311","F","SUV","23","4","2","2901","F","SUV","2","1","45.298"
"9772","F","SUV","30","20","1","7087","F","COUPE","94","1","5.1383"
"3823","F","SEDAN","12","28","1","778","F","SUV","99","0","12.049"
"5279","F","HB","44","33","1","3306","F","SPORTS","92","0","36.687"
"9065","F","SEDAN","15","8","1","968","F","HB","97","1","1.2957"
"2202","F","SUV","45","2","1","2169","F","SPORTS","98","1","2.5955"
"9323","F","SUV","21","21","1","7834","F","SEDAN","99","1","12.947"
"3021","F","SEDAN","41","28","1","2056","F","SUV","81","1","26.044"
"1335","F","SUV","11","23","1","991","F","CNVTBL","94","0","16.919"
"1554","F","CNVTBL","3","21","1","2713","F","HB","98","0","13.41"
"9405","F","HB","26","8","1","9809","F","CNVTBL","93","1","4.8007"
"1969","F","SPORTS","7","27","1","1024","F","CNVTBL","82","0","30.457"
"598","F","SEDAN","22","22","1","5340","F","SEDAN","95","1","11.332"
"3324","F","HB","41","43","1","8443","F","HB","84","1","14.544"
"9995","F","COUPE","35","44","1","6403","F","CNVTBL","91","1","16.666"
"4727","F","HB","11","23","1","9572","F","CNVTBL","90","1","30.242"
"8911","F","SEDAN","16","25","2","3007","F","SEDAN","73","1","16.308"
"8986","F","SEDAN","39","34","1","4796","F","COUPE","90","0","13.347"
"994","F","HB","48","40","2","2550","F","HB","89","1","26.745"
"3564","F","SEDAN","27","10","2","3511","F","SEDAN","21","1","19.45"
"8853","F","COUPE","41","17","1","7495","F","COUPE","98","0","2.4448"
"9793","F","HB","22","7","1","4954","F","SEDAN","94","1","4.2066"
"3438","F","HB","15","21","1","2858","F","SPORTS","96","1","15.239"
"5377","F","COUPE","5","3","1","5091","F","COUPE","83","1","36.229"
"1942","F","SUV","6","35","1","6823","F","SUV","93","1","13.489"
"2414","F","COUPE","17","31","1","9250","F","SPORTS","87","0","40.051"
"5208","F","COUPE","33","35","2","4481","F","COUPE","11","1","5.1053"
"2211","F","CNVTBL","18","25","1","6490","F","SEDAN","91","1","2.8861"
"7849","F","SUV","22","1","1","2032","F","COUPE","94","1","13.209"
"7530","F","HB","32","24","1","8299","F","COUPE","90","1","7.8356"
"8103","F","CNVTBL","27","39","1","14","F","SEDAN","97","1","40.115"
"309","F","CNVTBL","19","20","2","6656","F","CNVTBL","89","1","4.9885"
"2238","F","CNVTBL","33","8","2","9437","F","CNVTBL","77","1","13.765"
"9850","F","COUPE","2","14","1","8968","F","CNVTBL","91","1","6.9798"
"2114","F","SUV","22","0","2","3997","F","SUV","68","1",".52154"
"882","F","SEDAN","6","7","1","3891","F","SEDAN","96","1","30.353"
"1813","F","COUPE","12","22","1","4399","F","SUV","92","1","20.596"
"695","F","SPORTS","25","28","1","160","F","HB","93","1","9.0011"
"9129","F","HB","13","22","1","9281","F","SUV","83","0","39.427"
"8462","F","COUPE","5","8","1","1894","F","SPORTS","83","1","25.615"
"4568","F","HB","20","18","2","9046","F","HB","95","1","23.334"
"13","F","SPORTS","0","47","1","5588","F","SEDAN","96","1","41.63"
"6336","F","COUPE","18","33","1","8743","F","COUPE","85","0","20.503"
"9639","F","SPORTS","21","24","2","5925","F","SPORTS","73","1","3.6345"
"6964","F","COUPE","25","48","1","3059","F","SPORTS","97","1","11.477"
"1685","S","SEDAN","5","9","1","958","F","COUPE","81","1","43.295"
"7675","F","SPORTS","2","27","1","8646","F","SPORTS","87","0","14.198"
"7950","F","COUPE","31","21","2","5490","F","COUPE","77","1","32.154"
"9212","F","SEDAN","9","3","2","9499","F","SEDAN","62","1","3.2033"
"7929","F","SPORTS","45","19","1","1231","F","COUPE","82","1","39.934"
"1996","F","SPORTS","30","3","1","6150","F","CNVTBL","96","1","16.794"
"118","F","SUV","23","18","2","8014","F","SUV","78","1","10.854"
"1293","F","COUPE","21","32","1","772","F","CNVTBL","84","1","1.221"
"1988","F","HB","45","22","1","2528","F","SEDAN","85","1","9.1546"
"8976","F","SUV","30","17","2","532","F","SUV","43","1","36.517"
"4997","F","SEDAN","31","44","1","3380","F","SUV","99","0","16.063"
"6371","F","SEDAN","17","36","1","3616","F","COUPE","91","1","9.7927"
"9463","F","HB","14","5","1","6351","F","SEDAN","97","0","6.4505"
"6411","F","SEDAN","10","42","2","6549","F","SEDAN","50","1","29.144"
"7605","F","SUV","49","16","1","9057","F","SEDAN","87","1","45.775"
"5968","F","CNVTBL","44","24","1","8272","F","CNVTBL","86","1","13.771"
"9177","F","HB","31","35","1","9173","F","SUV","82","1","34.686"
"1542","F","SEDAN","2","43","1","4483","F","SPORTS","98","1","2.9409"
"6753","F","HB","28","45","1","6340","F","HB","87","0","21.607"
"9945","F","CNVTBL","45","13","1","8936","F","CNVTBL","91","0","34.016"
"6606","F","CNVTBL","14","16","1","6144","F","SPORTS","96","1","21.238"
"4505","F","COUPE","49","18","1","8501","F","CNVTBL","83","1","13.971"
"490","F","CNVTBL","20","18","1","8822","F","COUPE","90","1","15.939"
"1292","F","SPORTS","38","9","1","6602","F","SPORTS","91","1","10.782"
"9489","F","SEDAN","3","38","1","9270","F","SEDAN","92","0","1.0309"
"3178","F","SUV","21","49","1","2750","F","SPORTS","95","1","6.251"
"7841","F","SUV","8","15","2","9848","F","SUV","59","1","45.407"
"4382","F","SUV","2","29","2","7478","F","SUV","38","1",".54399"
"7072","F","HB","39","47","1","9158","F","SEDAN","82","1",".74148"
"1803","F","CNVTBL","32","45","1","3259","F","SUV","95","1","19.001"
"7353","F","SEDAN","32","25","2","8533","F","SEDAN","91","1","1.7542"
"488","F","SUV","30","44","1","8940","F","HB","84","1","29.702"
"5449","F","SPORTS","30","49","1","6309","F","COUPE","90","0","23.907"
"3941","F","CNVTBL","20","27","2","7411","F","CNVTBL","95","1","13.513"
"2773","F","SPORTS","39","13","1","9563","F","SPORTS","84","0",".89529"
"3182","F","CNVTBL","24","44","2","2161","F","CNVTBL","37","1","11.433"
"5813","F","SUV","42","44","1","9680","F","SUV","81","0","28.754"
"8920","F","HB","4","37","1","9813","F","SEDAN","94","0","6.945"
"9615","S","SUV","22","42","1","7031","F","SEDAN","89","1","28.893"
"3707","F","HB","11","35","2","8208","F","HB","44","1","19.696"
"3308","F","COUPE","8","20","1","4950","F","COUPE","94","1","47.483"
"10","F","COUPE","16","13","1","714","F","CNVTBL","94","1","18.107"
"4350","F","HB","26","17","1","7429","F","SPORTS","93","0","16.489"
"3435","F","CNVTBL","20","21","1","3852","F","SEDAN","88","1","16.508"
"681","S","SEDAN","14","18","1","7128","F","SPORTS","90","0","46.966"
"6956","F","SPORTS","5","42","2","7143","F","SPORTS","57","1","18.354"
"3654","F","HB","42","15","2","5660","F","HB","10","1","23.595"
"7627","F","SPORTS","22","21","1","4567","F","HB","95","1","7.7241"
"2169","F","HB","0","21","2","4201","F","HB","71","1","25.37"
"775","F","HB","49","36","1","2617","F","SEDAN","85","1","28.689"
"6368","F","HB","45","4","1","384","F","SUV","94","1","32.892"
"867","F","SUV","29","28","2","3698","F","SUV","6","1","14.42"
"2393","S","SEDAN","6","8","1","2482","F","SEDAN","86","1","25.908"
"5468","F","SPORTS","7","19","1","9406","F","SUV","91","1","26.581"
"2256","F","CNVTBL","16","40","1","5685","F","SEDAN","99","0","2.7872"
"9753","F","CNVTBL","3","1","1","3270","F","SPORTS","94","1","14.323"
"2145","F","SEDAN","3","26","1","7873","F","COUPE","86","0","5.3896"
"7380","F","SPORTS","33","29","1","227","F","SPORTS","93","1",".50285"
