"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE","ASSIGNEDCARNO","ASSIGNEDTYPE","ASSIGNEDMODEL","ASSIGNEDHASFUEL","ASSIGNEDSTEPNEY","ASSIGNEDTIMEAWAY"
"463","F","SEDAN","3","5","2","6760","S","COUPE","11","1","4.0121"
"3804","F","HB","3","12","5","9278","S","SUV","49","1","7.424"
"9290","F","CNVTBL","40","33","2","620","S","SUV","27","1","27.133"
"3318","F","HB","49","45","5","6870","S","COUPE","80","1","7.4946"
"9458","F","COUPE","45","27","5","3881","S","SUV","41","1","7.6727"
"3417","F","SPORTS","37","32","2","2909","S","COUPE","58","1","5.1446"
"4042","F","COUPE","32","14","5","9132","S","CNVTBL","53","1",".93165"
"5701","F","HB","0","11","5","3180","S","COUPE","74","1","1.295"
"8070","F","HB","18","26","2","1895","S","SUV","99","1","11.757"
"3479","F","COUPE","9","25","2","2713","S","SEDAN","97","1","7.0179"
"2056","F","CNVTBL","8","37","5","3056","S","CNVTBL","40","1","2.758"
"9282","F","COUPE","27","47","5","5273","S","HB","12","1","6.379"
"1367","F","COUPE","41","35","1","6278","S","CNVTBL","91","1","24.408"
"4136","F","COUPE","17","4","5","9847","S","SUV","10","1","35.406"
"7424","F","SEDAN","45","18","5","2453","S","CNVTBL","8","1",".81357"
"6560","S","COUPE","15","0","5","855","S","HB","52","1","7.6581"
"8410","F","CNVTBL","23","5","5","9714","S","HB","70","1","4.5099"
"2566","F","SPORTS","37","9","5","4780","S","SUV","58","1","1.0571"
"2785","F","COUPE","4","20","5","8442","S","SUV","59","1","3.0718"
"1456","F","SUV","12","13","5","9745","S","SEDAN","17","1","18.626"
"2116","F","SUV","35","44","5","1032","S","SEDAN","38","1","10.954"
"5457","S","SPORTS","36","47","2","664","S","CNVTBL","49","1","2.4736"
"5734","F","SPORTS","39","5","2","4828","S","SPORTS","55","1","23.645"
"8261","F","CNVTBL","9","4","5","1978","S","SPORTS","2","1","1.499"
"3240","F","SUV","45","11","5","2333","S","CNVTBL","10","1","1.6253"
"3122","F","SPORTS","32","3","5","6660","S","SPORTS","36","1","2.605"
"1428","F","CNVTBL","17","39","2","6744","S","HB","78","1","7.6578"
"194","F","CNVTBL","10","42","2","6461","S","SUV","73","1","12.546"
"5608","F","SPORTS","24","40","5","2148","S","SEDAN","69","1","15.66"
"9155","F","CNVTBL","10","35","1","3168","S","SEDAN","88","1","39.22"
"1557","F","SPORTS","37","7","5","5624","S","HB","45","1","8.3738"
"1809","F","SUV","9","9","5","2819","S","SEDAN","62","1","7.5581"
"5583","F","HB","4","5","5","7432","S","HB","32","1","3.3339"
"3274","F","CNVTBL","21","26","2","6692","S","CNVTBL","80","1","1.9107"
"2387","F","SEDAN","16","28","5","9314","S","CNVTBL","29","1","19.548"
"5807","F","SUV","0","22","5","2426","S","COUPE","33","1","7.7699"
"8266","F","CNVTBL","12","14","5","9956","S","SPORTS","35","1","1.0538"
"8448","F","CNVTBL","15","31","1","2910","S","COUPE","96","1","22.36"
"5953","F","COUPE","13","46","5","6103","S","SPORTS","70","1","6.3765"
"8803","F","CNVTBL","33","20","1","2405","S","HB","84","1","27.441"
"8909","F","HB","44","17","5","7518","S","HB","24","1","1.6543"
"1446","F","HB","34","32","2","1607","S","SEDAN","62","1","23.456"
"5821","F","SUV","35","7","5","3556","S","SEDAN","60","1","35.493"
"7961","F","COUPE","26","43","5","2693","S","SEDAN","23","1","12.029"
"2656","F","SUV","45","6","5","9481","S","SEDAN","50","1",".92722"
"8986","F","SUV","48","17","2","1754","S","HB","73","1","1.8191"
"5751","F","HB","42","14","2","8991","S","HB","80","1","14.716"
"492","F","SPORTS","27","42","5","9445","S","SEDAN","21","1","1.4067"
"2434","F","HB","45","14","1","8830","S","COUPE","87","1","44.9"
"1075","F","HB","16","41","5","2928","S","HB","57","1","6.3253"
"1235","F","SUV","10","35","5","9552","S","COUPE","45","1","4.9696"
"281","F","COUPE","43","8","5","8494","S","HB","93","1","11.847"
"5289","F","SUV","33","2","5","499","S","SEDAN","66","1",".18317"
"460","F","SUV","8","10","2","6827","S","COUPE","70","1","1.9317"
"3855","F","SEDAN","9","2","5","7524","S","CNVTBL","76","1","14.958"
"6483","F","SPORTS","9","34","2","6675","S","SUV","76","1","6.0554"
"7051","F","SEDAN","45","42","2","4079","S","SPORTS","89","1","5.1054"
"4908","F","CNVTBL","11","48","5","9950","S","SUV","78","1","14.238"
"729","F","SPORTS","32","9","1","550","S","SEDAN","93","1","12.507"
"6470","F","SEDAN","34","31","2","539","S","COUPE","82","1","5.7824"
"7172","F","SEDAN","10","27","5","890","S","SUV","42","1","38.157"
"3846","F","CNVTBL","21","3","5","1889","S","HB","87","1","9.004"
"1275","F","SPORTS","23","29","5","4304","S","SEDAN","59","1",".16698"
"3508","F","CNVTBL","44","40","5","3217","S","COUPE","22","1","8.9777"
"6639","F","SUV","34","49","5","1444","S","COUPE","2","1","19.667"
"8049","F","CNVTBL","48","31","5","9378","S","HB","45","1","12.197"
"161","F","SUV","31","21","1","3705","S","SUV","99","1","3.5431"
"2945","F","COUPE","39","45","1","7760","S","SPORTS","95","1","33.948"
"7297","F","SEDAN","6","6","1","2280","S","COUPE","99","1","2.3697"
"1984","F","CNVTBL","40","11","1","4504","S","SEDAN","90","1","43.913"
"1610","S","SEDAN","36","14","5","104","S","SPORTS","35","1","21.055"
"3389","F","HB","31","39","1","904","S","COUPE","97","1","40.471"
"2358","F","CNVTBL","10","7","5","1612","S","SEDAN","60","1","31.357"
"1403","F","COUPE","23","6","1","2425","S","SPORTS","82","1","5.1118"
"3330","F","SPORTS","30","8","5","9692","S","CNVTBL","79","1","2.0676"
"1249","F","SUV","10","10","5","489","S","CNVTBL","50","1","8.1714"
"8587","F","SPORTS","25","36","1","5127","S","HB","83","1",".37998"
"9687","F","CNVTBL","37","2","5","3342","S","SEDAN","31","1","5.6344"
"7922","F","SUV","5","23","2","1798","S","CNVTBL","20","1","13.004"
"866","F","SUV","41","26","5","5885","S","CNVTBL","77","1","5.9409"
"5482","F","SEDAN","34","43","5","3939","S","SPORTS","9","1","1.5597"
"8141","F","SEDAN","20","48","5","7758","S","COUPE","5","1","20.205"
"9908","F","COUPE","4","10","2","4368","S","SPORTS","12","1","2.1249"
"1509","F","SPORTS","14","36","1","9512","S","SPORTS","95","1","45.324"
"1322","F","COUPE","24","46","5","1914","S","SEDAN","6","1","16.162"
"9837","F","HB","26","23","1","4220","S","COUPE","83","1","32.007"
"5501","F","SEDAN","29","39","2","3684","S","SPORTS","68","1","5.5206"
"8002","F","SPORTS","12","33","1","5996","S","SEDAN","89","1","36.955"
"2467","F","HB","11","0","5","768","S","SUV","53","1","6.9195"
"2960","F","HB","14","37","2","7005","S","SUV","74","1","21.385"
"152","F","CNVTBL","35","24","5","8880","S","HB","59","1","1.7171"
