"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE"
"5638","F","SPORTS","38","8","3"
"4324","F","CNVTBL","9","32","3"
"3377","F","SEDAN","4","23","3"
"9629","F","COUPE","36","40","3"
"1860","F","CNVTBL","1","21","4"
"736","F","SUV","49","2","4"
"6736","F","SUV","21","29","4"
"8579","F","HB","16","38","3"
"3260","F","HB","13","46","3"
"8767","F","SPORTS","25","26","4"
"5626","F","CNVTBL","26","14","4"
"6761","F","COUPE","9","33","3"
"8563","F","SEDAN","31","16","4"
"5212","F","SPORTS","40","31","4"
"6614","F","CNVTBL","30","11","3"
"4355","F","SPORTS","0","38","3"
"2844","F","SUV","28","1","4"
"9255","F","SPORTS","34","28","4"
"2338","F","COUPE","33","18","4"
"4258","F","CNVTBL","26","11","1"
"8940","F","SPORTS","46","3","3"
"4848","F","CNVTBL","28","44","4"
"5082","F","SPORTS","32","7","3"
"4974","F","SPORTS","25","39","3"
"6658","F","COUPE","16","45","3"
"703","F","SEDAN","47","5","3"
"7085","F","COUPE","7","21","4"
"1199","F","HB","42","28","3"
"4679","F","SUV","43","28","3"
"1847","F","HB","28","21","3"
"5442","F","SPORTS","3","41","1"
"5936","F","SUV","37","0","4"
"6043","F","SUV","39","44","1"
"7726","F","SPORTS","18","26","1"
"821","F","HB","32","41","1"
"6711","F","CNVTBL","44","24","4"
"9917","F","HB","32","5","3"
"6569","F","HB","6","44","3"
"4630","F","CNVTBL","3","9","3"
"6830","F","HB","21","33","3"
"9259","F","HB","20","41","3"
"9813","F","CNVTBL","8","1","4"
"8239","F","HB","25","47","4"
"1909","F","COUPE","9","18","4"
"9790","F","SPORTS","29","27","4"
"7133","F","CNVTBL","35","47","1"
"6771","F","COUPE","19","40","1"
"9014","F","SUV","0","32","4"
"5436","F","SUV","34","35","4"
"7710","F","SPORTS","36","12","1"
"4323","F","SPORTS","2","15","3"
"1464","F","COUPE","40","15","4"
"423","F","HB","43","7","3"
"728","F","SUV","13","24","3"
"8394","F","SPORTS","48","32","3"
"7467","F","COUPE","38","47","3"
"2930","F","SEDAN","32","27","4"
"5110","F","COUPE","13","26","3"
"9844","F","HB","35","26","2"
"7148","F","SUV","17","16","3"
"7149","F","SPORTS","7","9","3"
"6414","F","SPORTS","12","0","3"
"8766","F","SUV","18","20","3"
"7044","F","SPORTS","30","2","3"
"3114","F","SUV","5","28","3"
"633","F","SPORTS","25","41","4"
"1449","F","SUV","25","16","3"
"4356","F","CNVTBL","19","11","4"
"3099","F","SEDAN","32","49","3"
"32","F","SUV","36","43","3"
"2486","F","SEDAN","34","3","4"
