"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE","ASSIGNEDCARNO","ASSIGNEDTYPE","ASSIGNEDMODEL","ASSIGNEDHASFUEL","ASSIGNEDSTEPNEY","ASSIGNEDTIMEAWAY"
"7323","F","CNVTBL","44","5","2","2965","F","CNVTBL","73","1","40.302"
"2914","F","SUV","7","32","1","2364","F","CNVTBL","84","0","31.352"
"9747","F","CNVTBL","27","36","1","8722","F","SPORTS","98","0","48.929"
"9318","F","CNVTBL","14","35","1","7268","F","CNVTBL","96","0","30.79"
"5092","F","COUPE","35","30","1","7690","F","HB","91","1","37.61"
"5837","F","SEDAN","18","14","2","4127","F","SEDAN","61","1","3.8686"
"8957","F","SUV","30","14","2","5798","F","SUV","19","1","36.797"
"9567","F","HB","33","14","1","5909","F","HB","94","1","17.48"
"882","F","SEDAN","3","34","1","5517","F","HB","93","1","32.621"
"3397","F","COUPE","1","22","1","6062","F","SEDAN","89","1","16.877"
"5338","F","CNVTBL","5","26","2","3043","F","CNVTBL","50","1","12.647"
"8904","F","SEDAN","29","48","1","2301","F","SUV","88","1","11.323"
"8356","F","SEDAN","9","40","1","5105","F","SUV","85","1","11.269"
"6740","F","SPORTS","28","42","2","4625","F","SPORTS","45","1","30.241"
"5950","F","SUV","18","15","1","3894","F","HB","84","0","40.438"
"334","F","HB","27","8","1","6111","F","COUPE","92","1","13.864"
"7243","F","SEDAN","22","44","1","8003","F","HB","95","1","18.903"
"9107","F","SPORTS","43","40","1","3321","F","HB","96","1","7.8787"
"2409","F","SPORTS","31","13","1","3408","F","COUPE","90","1","44.188"
"5713","F","SUV","43","14","2","4202","F","SUV","93","1","27.282"
"5683","F","SEDAN","28","4","1","4051","F","SEDAN","83","0","7.5942"
"4078","F","SUV","12","38","1","1950","F","SEDAN","84","0","35.863"
"901","F","COUPE","28","27","2","2936","F","COUPE","81","1","2.3259"
"4772","F","SEDAN","4","10","2","5656","F","SEDAN","37","1","8.9527"
"6638","F","COUPE","32","31","1","5346","F","COUPE","88","1","48.554"
"8114","F","SPORTS","37","9","1","8429","F","COUPE","93","1","20.654"
"988","F","SPORTS","25","37","2","2083","F","SPORTS","34","1","11.492"
"8165","F","SEDAN","26","42","1","99","F","CNVTBL","93","1","16.164"
"8591","F","SPORTS","12","13","1","1757","F","SPORTS","92","0","10.565"
"5286","F","HB","29","11","1","6536","F","HB","83","0","37.448"
"5589","F","SPORTS","32","48","2","1866","F","SPORTS","68","1","13.827"
"8634","F","SPORTS","27","29","2","2175","F","SPORTS","2","1","26.63"
