"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE","ASSIGNEDCARNO","ASSIGNEDTYPE","ASSIGNEDMODEL","ASSIGNEDHASFUEL","ASSIGNEDSTEPNEY","ASSIGNEDTIMEAWAY"
"1063","F","SEDAN","8","32","1","3075","S","HB","97","1","8.4481"
"2590","F","COUPE","25","3","2","4884","S","SPORTS","25","1","11.041"
"8329","F","SPORTS","46","38","5","7417","S","CNVTBL","20","1","11.09"
"1440","F","SEDAN","19","36","2","6064","S","COUPE","17","1","6.0915"
"4062","F","CNVTBL","25","3","2","7999","S","SEDAN","72","1","4.7155"
"471","F","CNVTBL","6","28","2","1122","S","SEDAN","23","1","19.729"
"3945","F","CNVTBL","49","46","5","8659","S","SEDAN","5","1","14.929"
"6886","F","HB","47","3","2","4417","S","SEDAN","40","1","17.487"
"1499","F","SPORTS","29","21","5","7331","S","HB","33","1","6.6296"
"8654","S","SEDAN","16","1","5","7697","S","SPORTS","76","1","12.898"
"5344","F","HB","31","14","5","2218","S","SUV","45","1","7.0916"
"4547","F","SUV","49","47","5","5869","S","SEDAN","32","1","24.168"
"8733","F","COUPE","28","26","5","5308","S","HB","76","1","4.4202"
"3806","F","COUPE","13","40","1","8424","S","SUV","91","1","19.538"
"9376","F","SEDAN","46","28","5","1550","S","COUPE","9","1","7.1276"
"5033","F","SEDAN","29","8","1","4965","S","SPORTS","99","1","39.1"
"3225","F","SEDAN","48","47","5","3893","S","SUV","18","1","8.4961"
"1603","F","SEDAN","2","20","1","5513","S","CNVTBL","97","1","41.001"
"7323","F","HB","4","22","5","1738","S","COUPE","57","1","15.39"
"4716","F","HB","38","4","5","2735","S","SEDAN","70","1","42.213"
"5898","F","SUV","37","5","1","4539","S","HB","87","1","21.963"
"3232","S","CNVTBL","24","3","5","6568","S","SUV","1","1",".28332"
"3689","F","HB","23","7","1","2391","S","COUPE","91","1","13.254"
"4580","F","CNVTBL","44","15","5","4608","S","COUPE","88","1","12.536"
"5011","F","SPORTS","25","13","5","6286","S","SEDAN","9","1","4.0247"
"1197","F","COUPE","46","0","5","1855","S","COUPE","43","1","37.145"
"7701","F","SEDAN","45","25","1","3411","S","SUV","95","1","2.921"
"4958","F","COUPE","19","1","5","3732","S","HB","2","1","2.8026"
"50","F","SEDAN","2","18","2","3653","S","CNVTBL","82","1","9.317"
"6002","F","SUV","30","21","5","4052","S","SEDAN","2","1","1.791"
"1296","F","HB","39","30","1","7","S","HB","83","1","38.77"
"1107","F","SPORTS","7","26","5","4309","S","SPORTS","63","1","1.6226"
"3702","F","SUV","16","8","2","5047","S","HB","29","1","14.336"
"7455","F","CNVTBL","33","34","5","6115","S","CNVTBL","84","1","3.868"
"8682","F","SPORTS","46","28","5","4128","S","HB","88","1","15.716"
"4662","F","SPORTS","36","9","2","5159","S","HB","59","1","9.4325"
"829","F","SPORTS","45","8","2","6904","S","SUV","30","1","31.315"
"5489","F","CNVTBL","44","2","2","4896","S","COUPE","36","1","31.99"
"7518","S","SEDAN","1","3","5","2062","S","CNVTBL","30","1",".32039"
"3202","S","HB","18","35","2","7710","S","COUPE","99","1","7.0928"
"7108","F","SUV","14","42","5","975","S","SEDAN","86","1","3.1202"
"3773","F","COUPE","44","31","1","6720","S","COUPE","98","1","45.086"
"3363","F","SPORTS","0","35","1","5350","S","COUPE","82","1","6.5057"
"1279","F","SEDAN","45","14","5","7421","S","SPORTS","80","1","15.147"
"3500","F","COUPE","46","15","2","8431","S","COUPE","61","1","2.2952"
"3511","F","SUV","5","24","5","1116","S","SUV","45","1","14.514"
"6091","F","SPORTS","5","25","5","4737","S","COUPE","75","1","13.246"
"7853","F","SEDAN","23","43","2","2933","S","HB","89","1","24.412"
"6271","F","SUV","41","10","5","1352","S","SPORTS","93","1",".929"
"1596","F","SEDAN","21","43","2","8130","S","SPORTS","43","1","29.807"
"8272","F","SEDAN","10","13","2","8136","S","SUV","40","1","46.723"
"5315","F","SEDAN","10","8","5","6661","S","CNVTBL","47","1","9.9817"
"2240","F","SPORTS","46","17","1","8314","S","CNVTBL","97","1","33.678"
"2344","F","HB","29","18","2","1880","S","CNVTBL","75","1","4.7777"
"5283","F","SUV","13","44","2","1882","S","COUPE","78","1","15.638"
"2408","F","COUPE","12","17","5","9979","S","SUV","4","1","9.2322"
"4030","F","CNVTBL","12","40","5","3730","S","SUV","32","1","8.9256"
"2161","F","SUV","24","29","5","5916","S","SUV","15","1","28.061"
"2756","F","SEDAN","39","32","2","8553","S","COUPE","92","1","24.198"
"7591","F","SEDAN","17","25","5","7353","S","COUPE","32","1","42.171"
"2097","F","SUV","32","44","1","6589","S","COUPE","82","1","5.8534"
"273","F","COUPE","34","18","5","1377","S","SPORTS","79","1","16.473"
"624","F","SPORTS","48","24","5","9497","S","SPORTS","73","1","15.234"
"8947","F","CNVTBL","26","22","5","9392","S","SUV","87","1","16.001"
"2828","F","CNVTBL","2","7","5","3587","S","COUPE","28","1","3.8178"
"2523","F","SPORTS","26","8","5","6810","S","HB","5","1","45.349"
"9830","F","SUV","11","26","5","2493","S","SEDAN","75","1","9.7065"
"6797","F","COUPE","18","34","5","3270","S","CNVTBL","13","1","5.9358"
"921","F","SEDAN","40","9","5","2348","S","SUV","3","1","1.6948"
"1940","F","HB","33","42","2","9976","S","HB","41","1","6.0754"
"2713","F","SUV","35","2","2","8284","S","CNVTBL","4","1","1.1457"
"8935","F","SUV","44","40","5","6401","S","HB","33","1","24.799"
"3575","F","SPORTS","0","45","5","4919","S","SUV","23","1","10.649"
"811","F","SUV","42","48","5","6100","S","HB","57","1","31.275"
"3324","F","SUV","21","21","5","5868","S","SEDAN","86","1","2.0573"
"6534","F","SPORTS","26","16","2","2463","S","SEDAN","38","1","4.6964"
"1955","F","SPORTS","4","48","5","6992","S","COUPE","81","1","25.527"
"9306","F","SUV","44","12","1","4271","S","SEDAN","87","1",".75666"
"9296","F","SPORTS","21","16","2","1447","S","SPORTS","19","1","37.667"
"9330","F","SUV","29","22","5","5523","S","HB","20","1","5.6556"
"3623","F","SUV","21","48","5","6516","S","COUPE","91","1","21.472"
"8090","F","CNVTBL","30","35","5","1039","S","COUPE","60","1","35.266"
"1023","F","SEDAN","34","27","2","6699","S","SUV","49","1","9.2001"
"1356","F","SUV","19","25","5","5120","S","SEDAN","9","1","17.926"
"8736","F","CNVTBL","35","6","1","5074","S","SUV","88","1","4.5584"
"3852","F","SEDAN","8","44","5","2327","S","SUV","45","1","12.99"
"6298","F","HB","41","7","1","5746","S","COUPE","92","1","43.847"
"6798","F","COUPE","43","48","1","3614","S","SPORTS","98","1","49.965"
"7083","F","COUPE","24","32","5","3543","S","SPORTS","65","1","16.264"
"4688","F","SPORTS","26","49","1","337","S","CNVTBL","96","1","36.135"
"4250","F","SPORTS","42","42","2","9123","S","HB","47","1","12.842"
"3588","F","SUV","8","11","5","1152","S","COUPE","16","1","11.725"
"152","F","HB","21","0","5","6153","S","SPORTS","31","1","2.2644"
"102","F","CNVTBL","36","15","1","743","S","COUPE","94","1","20.312"
"2357","F","SUV","33","24","5","9733","S","CNVTBL","95","1","12.897"
"8282","F","SPORTS","7","28","2","2327","S","SEDAN","38","1","15.758"
"9995","F","SUV","23","1","1","8491","S","SPORTS","92","1","24.61"
"8097","F","HB","34","33","5","9688","S","CNVTBL","8","1","8.681"
"4737","F","COUPE","41","32","5","9531","S","SPORTS","56","1","4.1133"
