"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE"
"3556","F","CNVTBL","35","31","4"
"13","F","SPORTS","0","47","1"
"5638","F","SPORTS","38","8","3"
"6336","F","COUPE","18","33","1"
"2656","F","SUV","45","6","5"
"4324","F","CNVTBL","9","32","3"
"9639","F","SPORTS","21","24","2"
"3377","F","SEDAN","4","23","3"
"9629","F","COUPE","36","40","3"
"3178","F","SUV","21","49","1"
"6043","F","SUV","39","44","1"
"7726","F","SPORTS","18","26","1"
"3508","F","CNVTBL","44","40","5"
"821","F","HB","32","41","1"
"6639","F","SUV","34","49","5"
"6711","F","CNVTBL","44","24","4"
"7841","F","SUV","8","15","2"
"4382","F","SUV","2","29","2"
"9917","F","HB","32","5","3"
"8049","F","CNVTBL","48","31","5"
"6569","F","HB","6","44","3"
"4630","F","CNVTBL","3","9","3"
"6830","F","HB","21","33","3"
"161","F","SUV","31","21","1"
"9259","F","HB","20","41","3"
"9813","F","CNVTBL","8","1","4"
"2945","F","COUPE","39","45","1"
"8239","F","HB","25","47","4"
"7072","F","HB","39","47","1"
"7297","F","SEDAN","6","6","1"
"1909","F","COUPE","9","18","4"
"1803","F","CNVTBL","32","45","1"
"9790","F","SPORTS","29","27","4"
"7353","F","SEDAN","32","25","2"
"1984","F","CNVTBL","40","11","1"
"7133","F","CNVTBL","35","47","1"
"6771","F","COUPE","19","40","1"
"488","F","SUV","30","44","1"
"5449","F","SPORTS","30","49","1"
"9014","F","SUV","0","32","4"
"3941","F","CNVTBL","20","27","2"
"2773","F","SPORTS","39","13","1"
"5436","F","SUV","34","35","4"
"3182","F","CNVTBL","24","44","2"
"7710","F","SPORTS","36","12","1"
"5813","F","SUV","42","44","1"
"1610","S","SEDAN","36","14","5"
"8920","F","HB","4","37","1"
"9615","S","SUV","22","42","1"
"6300","F","COUPE","43","8","4"
"1203","F","CNVTBL","20","16","1"
"7827","F","COUPE","40","43","1"
"4782","F","SEDAN","7","9","1"
"5899","F","CNVTBL","15","42","3"
"6050","F","SEDAN","35","28","5"
"2590","F","COUPE","1","35","3"
"2844","F","SPORTS","0","9","1"
"10","F","COUPE","11","9","1"
"738","F","SUV","9","10","1"
"6496","F","HB","12","34","1"
"6795","F","SUV","4","1","1"
"4138","F","COUPE","4","29","4"
"5163","F","HB","32","7","1"
"9979","F","SUV","35","5","1"
"6397","F","SPORTS","25","49","2"
"5431","F","CNVTBL","39","45","3"
"9871","F","SPORTS","31","48","2"
"7561","F","HB","40","44","3"
"4490","F","COUPE","33","38","4"
"6876","F","SEDAN","15","37","1"
"3023","F","SUV","32","4","1"
"2327","F","SEDAN","5","43","3"
"9566","F","SPORTS","33","38","1"
"5984","F","CNVTBL","39","28","2"
"6136","F","CNVTBL","36","29","1"
"2889","F","SUV","18","12","2"
"9269","F","SUV","45","35","1"
"5250","F","SPORTS","13","24","5"
"7171","F","SEDAN","18","44","1"
"6650","F","SUV","17","35","2"
"3209","F","SPORTS","7","6","4"
